Time,Total
228.422,166566
228.438,210257
228.469,13648
228.484,79184
228.547,210257
228.563,57340
228.578,188411
228.609,35494
228.625,122875
228.656,210257
228.688,144720
228.703,122875
228.734,122876
228.75,144721
228.781,144721
228.797,363174
228.828,79185
228.844,232102
228.875,101030
228.906,101030
228.922,57339
228.938,144721
228.969,253947
229.0,144720
229.031,166566
229.047,166566
229.078,210256
229.094,275793
229.141,144721
229.156,166566
229.188,363174
229.219,57340
229.25,144721
229.266,275793
229.297,122876
229.313,35494
229.344,232102
229.375,210257
229.391,166566
229.422,363174
229.469,144721
229.484,253948
229.516,101030
229.531,210257
229.563,144720
229.578,101030
229.609,144721
229.641,79185
229.672,101030
229.688,232102
229.719,79185
229.734,122876
229.766,253947
229.781,188411
229.813,79185
229.828,79185
229.859,35494
229.891,144721
229.922,319484
229.938,122875
229.969,101030
229.984,101030
230.016,210257
230.031,13649
230.063,166566
230.078,188412
230.109,188411
230.141,166566
230.172,122876
230.188,101030
230.203,166566
230.234,35494
230.281,101030
230.313,144721
230.328,275793
230.359,253948
230.406,79185
230.422,35494
230.453,144721
230.484,188412
230.5,79185
230.531,253948
230.547,188412
230.578,101030
230.594,210257
230.625,57339
230.656,57340
230.688,57340
230.703,253947
230.734,144721
230.75,188411
230.781,210257
230.797,232102
230.828,166566
230.844,144721
230.875,79185
230.891,122876
230.922,101030
230.953,122875
230.969,166566
231.0,122875
231.016,166566
231.047,35494
231.063,122875
231.094,253948
231.125,253947
231.156,188412
231.172,122875
231.203,210257
231.219,275793
231.234,101030
231.281,188412
231.297,253947
231.359,79185
231.375,188412
231.406,166566
231.438,188411
231.453,101030
231.484,101030
231.516,79185
231.547,210257
231.563,210257
231.594,144721
231.609,144721
231.641,319483
231.656,79185
231.688,101030
231.703,166566
231.734,166566
231.766,210257
231.797,144721
231.813,166566
231.844,166566
231.859,253948
231.891,122876
231.906,79185
231.938,319484
231.953,166566
231.984,122875
232.016,79185
232.047,188412
232.063,57340
232.094,57340
232.109,144721
232.156,101030
232.172,144721
232.188,101030
232.203,166566
232.234,101030
232.25,232102
232.297,188412
232.328,79185
232.359,101030
232.375,101030
232.406,188412
232.422,232102
232.453,232102
232.469,253947
232.5,232102
232.531,210256
232.563,101030
232.578,144721
232.609,188411
232.625,122875
232.656,79185
232.672,57340
232.703,166566
232.719,253948
232.75,144721
232.781,101030
232.813,101030
232.828,232102
232.859,166566
232.875,57340
232.906,122876
232.922,101030
232.953,57340
232.984,188412
233.0,232102
233.031,166566
233.063,144721
233.078,188411
233.109,122875
233.125,166566
233.172,188412
233.266,122876
233.281,144721
233.313,122875
233.344,166566
233.359,57340
233.391,144721
233.406,166566
233.438,144721
233.453,101030
233.484,-8197
233.516,210256
233.547,144721
233.563,122875
233.594,57339
233.609,188412
233.641,166566
233.656,122875
233.688,253947
233.703,210257
233.734,122875
233.766,122876
233.797,275793
233.813,57339
233.844,166566
233.859,79185
233.891,210257
233.906,101030
233.938,144721
233.953,35494
233.984,101030
234.016,122876
234.047,-8197
234.078,166566
234.094,297638
234.125,275793
234.141,144721
234.203,188412
234.219,210257
234.25,166566
234.266,57340
234.297,210257
234.328,188412
234.344,79185
234.375,79185
234.391,144721
234.422,232102
234.453,166566
234.469,101030
234.5,188412
234.531,232102
234.563,101030
234.578,101030
234.609,101030
234.625,57339
234.656,122875
234.672,144721
234.703,144721
234.719,253948
234.75,101030
234.781,341329
234.813,166566
234.828,166566
234.859,122876
234.875,122876
234.906,210257
234.922,166566
234.953,122876
234.984,166566
235.016,232102
235.047,210256
235.344,57339
235.453,122876
235.484,122875
235.5,210257
235.516,-8197
235.547,101030
235.578,253948
235.594,188412
235.625,166566
235.641,122876
235.672,166566
235.688,188412
235.719,79184
235.75,166566
235.766,122876
235.797,35494
235.828,232102
235.844,122876
235.875,188412
235.891,210257
235.922,210257
235.938,122876
235.969,166566
236.0,341329
236.016,232102
236.047,253947
236.094,101030
236.109,188412
236.141,122876
236.156,122876
236.188,122875
236.203,188411
236.234,188412
236.266,35494
236.297,122876
236.313,79185
236.344,101030
236.391,79185
236.406,210257
236.422,166566
236.469,166566
236.484,166566
236.516,122876
236.531,166566
236.563,57339
236.578,144721
236.609,166566
236.641,144721
236.672,79185
236.688,275793
236.719,144721
236.734,188411
236.766,79185
236.781,188411
236.828,188412
236.844,79185
236.875,232102
236.891,101030
236.922,144721
236.938,122876
237.031,79185
237.047,144721
237.063,79185
237.078,166566
237.109,79185
237.141,253947
237.172,166566
237.188,275792
237.219,297638
237.234,101030
237.266,166566
237.281,101030
237.313,275792
237.328,210257
237.375,166566
237.406,232102
237.453,253948
237.469,122875
237.5,79185
237.516,210257
237.547,253948
237.563,188411
237.594,166566
237.625,122876
237.641,79185
237.672,144721
237.703,144721
237.719,79185
237.75,166566
237.766,144721
237.797,166566
237.813,210257
237.844,210257
237.875,122876
237.891,144721
238.0,57340
238.016,122875
238.047,166566
238.063,166566
238.094,188411
238.125,188412
238.156,35494
238.188,79185
238.219,210257
238.25,122876
238.281,166566
238.313,122875
238.344,210257
238.375,101030
238.406,35494
238.438,144720
238.453,210257
238.5,57340
238.531,166566
238.547,232102
238.594,101030
238.625,101030
238.641,122875
238.688,319483
238.703,79185
238.734,101030
238.766,144721
238.797,144721
238.828,210257
238.859,122876
238.906,166566
238.938,166566
238.969,188411
239.0,13649
239.031,144721
239.063,35494
239.094,166566
239.125,188411
239.156,57340
239.188,166565
239.219,122875
239.25,144721
239.281,210257
239.313,101030
239.328,166566
239.391,122875
239.406,122875
239.453,188411
239.469,188412
239.5,210257
239.547,210257
239.563,122875
239.594,101030
239.625,253947
239.656,144721
239.688,101030
239.719,210257
239.75,101030
239.844,35494
239.875,101030
239.891,-8196
239.922,144721
239.938,232102
239.984,57339
240.0,79185
240.031,122875
240.063,188412
240.078,122875
240.109,275793
240.141,101030
240.172,166566
240.188,188411
240.234,144721
240.25,13649
240.281,101030
240.313,122876
240.328,101030
240.359,144721
240.406,122876
240.438,144721
240.469,166566
240.5,79185
240.516,188411
240.563,101030
240.578,253947
240.609,144721
240.641,122875
240.656,79185
240.688,101030
240.719,57339
240.813,166566
240.828,297638
240.859,166566
240.891,57339
240.906,232102
240.953,188412
240.969,144721
241.0,188411
241.031,144721
241.047,144721
241.078,101030
241.109,122875
241.141,57339
241.156,122875
241.203,122875
241.219,35494
241.25,210256
241.281,232102
241.297,166566
241.328,122875
241.359,166566
241.391,166566
241.422,57339
241.438,57340
241.469,122875
241.5,144720
241.531,210257
241.547,166566
241.594,122876
241.609,57340
241.641,166566
241.672,166566
241.688,144721
241.734,166566
241.766,188411
241.781,144721
241.828,122875
241.844,122876
241.875,188412
241.906,122875
241.922,144721
241.953,57339
241.984,188411
242.016,166566
242.031,57340
242.063,232102
242.078,101030
242.109,101030
242.141,144721
242.156,232102
242.172,166566
242.219,232102
242.234,101030
242.25,166566
242.297,79184
242.313,188411
242.328,79185
242.359,166566
242.391,101030
242.422,144720
242.438,188411
242.469,79185
242.5,79185
242.516,232102
242.531,122876
242.578,79185
242.672,35494
242.688,210257
242.719,275793
242.75,188411
242.766,101030
242.797,166566
242.813,101030
242.844,79185
242.875,144720
242.906,232102
242.922,79185
242.969,122876
242.984,101030
243.0,210257
243.047,79184
243.063,144721
243.078,210256
243.109,101030
243.141,232102
243.172,210257
243.188,101030
243.219,253947
243.234,210256
243.266,144721
243.281,101030
243.313,57340
243.328,363174
243.359,79184
243.391,-8197
243.422,297638
243.438,122876
243.453,35494
243.469,57340
243.484,166566
243.5,144720
243.547,122875
243.563,144721
243.625,188412
243.641,166566
243.656,210257
243.688,144721
243.719,144721
243.734,57339
243.766,35494
243.781,144721
243.813,253948
243.828,166566
243.859,79185
243.891,122875
243.922,101030
243.938,188412
243.969,122876
243.984,166566
244.016,13649
244.031,144721
244.063,144721
244.078,166566
244.109,188411
244.141,79185
244.172,35494
244.188,35494
244.219,101030
244.234,35494
244.266,101030
244.281,253947
244.313,57340
244.328,101030
244.359,35494
244.391,166566
244.422,166566
244.438,122876
244.453,79185
244.484,101030
244.5,210257
244.531,144721
244.563,122876
244.578,122875
244.609,101030
244.625,79185
244.656,57340
244.672,79185
244.703,79185
244.719,232102
244.75,122876
244.781,57340
244.813,188411
244.828,232102
244.859,122876
244.875,57340
244.906,101030
244.922,122876
244.953,166566
244.969,210257
245.0,275793
245.031,57339
245.063,57340
245.078,35494
245.109,232102
245.125,79185
245.156,101030
245.172,144721
245.203,122876
245.219,253948
245.25,188412
245.281,210257
245.313,166566
245.328,101030
245.359,319483
245.375,188411
245.422,253948
245.547,232102
245.563,210256
245.594,101030
245.625,166566
245.641,57340
245.672,253947
245.688,-8197
245.719,144720
245.75,122875
245.766,232102
245.797,79185
245.828,166566
245.844,122875
245.875,232102
245.891,253948
245.922,101030
245.938,101030
245.969,122876
246.0,188411
246.016,101030
246.047,122875
246.078,101030
246.094,210257
246.125,-8196
246.141,101030
246.172,232102
246.188,-8196
246.219,79185
246.25,35494
246.266,275793
246.297,144721
246.328,144721
246.344,101030
246.375,101030
246.391,57340
246.438,79184
246.453,57340
246.5,144721
246.531,253948
246.547,101030
246.578,122876
246.594,101030
246.625,101030
246.656,122876
246.688,101030
246.703,144720
246.734,79185
246.75,122875
246.781,101030
246.797,166566
246.828,79185
246.844,79185
246.875,79185
246.906,166566
246.938,101030
246.953,79184
246.984,79185
247.0,57339
247.031,101030
247.047,101030
247.078,122876
247.094,188412
247.125,253948
247.156,79184
247.188,144721
247.203,188411
247.234,13649
247.25,57339
247.281,101030
247.297,13649
247.328,122875
247.344,144721
247.391,79185
247.406,122875
247.453,122875
247.469,101030
247.484,275793
247.516,79184
247.531,166566
247.563,166566
247.578,275793
247.609,101030
247.641,188411
247.656,79185
247.688,122876
247.719,144721
247.734,101030
247.766,144720
247.781,79185
247.813,57340
247.828,122876
247.859,122876
247.891,101030
247.906,122876
247.938,35494
247.969,122875
247.984,144721
248.016,122875
248.031,144721
248.063,35494
248.078,101030
248.109,232102
248.141,79185
248.156,101030
248.188,13649
248.219,13649
248.234,166566
248.344,166566
248.359,57340
248.391,35494
248.406,57340
248.453,297638
248.469,166566
248.484,275793
248.516,79185
248.531,144720
248.563,166566
248.594,35494
248.609,144721
248.641,101030
248.656,122875
248.688,101030
248.703,79185
248.734,13649
248.766,79185
248.781,188412
248.813,57339
248.844,101030
248.859,188411
248.891,144721
248.906,144721
248.938,297638
248.953,101030
248.984,122875
249.016,79185
249.031,57339
249.063,79185
249.094,188411
249.109,232102
249.141,35494
249.156,188412
249.188,363174
249.203,253947
249.234,166566
249.313,13649
249.328,210257
249.359,144721
249.391,122876
249.406,122876
249.453,122875
249.469,101030
249.484,166566
249.516,297638
249.547,79185
249.578,13649
249.594,166566
249.625,122875
249.641,188411
249.672,13649
249.688,35494
249.719,188411
249.75,253948
249.766,166566
249.797,57340
249.828,144720
249.844,101030
249.875,210257
249.891,122876
249.922,-8197
249.938,79185
249.969,144721
250.0,101030
250.016,101030
250.047,122876
250.078,57339
250.094,166566
250.125,35494
250.141,101030
250.172,144721
250.188,13649
250.219,101030
250.328,79184
250.344,188412
250.359,101030
250.391,166566
250.406,-8196
250.453,122876
250.469,166566
250.484,144721
250.516,79185
250.547,144721
250.578,79185
250.594,144721
250.625,101030
250.641,166566
250.672,122875
250.688,166566
250.719,144721
250.75,166566
250.766,232102
250.797,13649
250.828,166566
250.844,101030
250.875,122875
250.891,166566
250.922,166566
250.938,166566
250.969,122875
251.0,188411
251.016,79185
251.047,166566
251.078,13648
251.094,101030
251.125,79185
251.141,210257
251.172,144720
251.188,35494
251.219,13648
251.328,232102
251.344,79185
251.375,210256
251.391,210257
251.422,188411
251.453,188412
251.484,79185
251.5,101030
251.531,232102
251.563,35494
251.578,-8196
251.609,188411
251.641,122875
251.656,122876
251.688,275793
251.719,144721
251.734,188412
251.766,166566
251.781,210256
251.813,253948
251.828,101030
251.859,210257
251.891,57340
251.906,57339
251.938,166566
251.969,79184
251.984,79185
252.016,79185
252.031,79185
252.063,144721
252.078,210257
252.109,122875
252.141,188411
252.156,122876
252.188,122876
252.219,253948
252.313,79185
252.328,57340
252.344,188412
252.375,297638
252.406,232102
252.438,188412
252.469,122876
252.484,188412
252.516,275793
252.531,122875
252.563,144721
252.594,166566
252.609,13649
252.641,79185
252.656,122875
252.688,101030
252.703,210257
252.734,122875
252.766,188411
252.781,122876
252.813,232102
252.844,210257
252.859,35494
252.891,275793
252.906,35494
252.938,210257
252.953,-8196
252.984,210257
253.016,232102
253.031,101030
253.063,275793
253.094,188411
253.109,144721
253.141,232102
253.156,232102
253.188,232102
253.203,232102
253.313,-8197
253.328,122875
253.344,253948
253.375,122875
253.406,166566
253.422,122876
253.469,57340
253.484,210256
253.516,122876
253.531,144720
253.563,122876
253.578,166566
253.609,144720
253.641,232102
253.656,188411
253.688,13649
253.719,57340
253.734,122876
253.766,79185
253.781,35494
253.813,79185
253.828,35494
253.859,-30042
253.891,253948
253.906,253948
253.938,79184
253.969,122875
253.984,101030
254.016,122876
254.031,210257
254.063,188412
254.078,144720
254.109,101030
254.141,188411
254.156,101030
254.188,210257
254.234,101030
254.266,319484
254.281,188411
254.313,210257
254.328,35494
254.359,144720
254.391,101030
254.406,144720
254.438,57340
254.469,275792
254.5,79184
254.516,144721
254.531,122875
254.547,57340
254.563,101030
254.594,35494
254.625,122876
254.656,122875
254.688,79185
254.703,79185
254.734,122875
254.75,144721
254.781,79185
254.797,188412
254.828,122875
254.844,188411
254.875,144721
254.906,232102
254.938,188411
254.953,13649
254.984,122876
255.0,57339
255.031,144721
255.047,253948
255.078,122875
255.094,166566
255.125,188412
255.141,188412
255.172,122875
255.203,57339
255.219,210257
255.25,13649
255.266,101030
255.297,-30042
255.313,210256
255.344,144721
255.375,188411
255.391,144721
255.422,122875
255.453,188412
255.484,144721
255.5,57340
255.516,144721
255.531,188412
255.563,166566
255.594,79185
255.625,101030
255.656,188412
255.688,101030
255.703,166566
255.734,57339
255.75,122875
255.781,13649
255.797,144720
255.828,79185
255.844,210257
255.875,35494
255.906,57340
255.938,79185
255.953,210257
255.984,166566
256.0,79185
256.031,101030
256.047,122876
256.078,144720
256.094,253948
256.125,13648
256.156,101030
256.188,35494
256.203,144721
256.234,122875
256.25,35494
256.281,122876
256.297,210257
256.328,232102
256.344,166566
256.375,57340
256.406,101030
256.438,101030
256.453,122876
256.5,210257
256.516,57340
256.531,341329
256.563,144721
256.594,188412
256.609,57339
256.641,144721
256.656,166566
256.688,101030
256.703,144721
256.734,79184
256.766,166566
256.781,101030
256.813,122876
256.844,-8196
256.859,79184
256.953,166566
256.969,144721
257.0,144721
257.031,210256
257.047,188411
257.078,-8197
257.094,166566
257.125,122875
257.156,253948
257.188,122876
257.203,188411
257.234,101030
257.25,166566
257.281,144721
257.297,79184
257.328,79185
257.344,253948
257.375,101030
257.406,210257
257.438,35494
257.453,188412
257.5,57340
257.516,122876
257.531,188411
257.563,122875
257.578,101030
257.625,13649
257.641,210256
257.672,188411
257.688,79185
257.719,210257
257.75,166566
257.766,210257
257.797,101030
257.828,122876
257.844,144721
257.891,101030
257.922,122875
257.938,166566
257.953,101030
258.0,101030
258.016,144721
258.047,57340
258.078,144721
258.094,166566
258.125,232102
258.141,253947
258.172,188412
258.188,57340
258.219,35494
258.25,101030
258.266,297638
258.297,166566
258.313,253948
258.344,101030
258.375,79185
258.391,166566
258.422,101030
258.453,101030
258.469,101030
258.516,188411
258.531,144720
258.547,122876
258.578,57340
258.594,144721
258.625,166566
258.656,101030
258.672,13649
258.703,166566
258.734,144721
258.766,166566
258.797,144721
258.828,144721
258.844,101030
258.875,35494
258.891,232102
258.922,166566
258.938,101030
258.969,122876
259.0,101030
259.016,79185
259.047,79185
259.078,35494
259.094,144721
259.125,101030
259.141,13649
259.172,79185
259.188,79184
259.219,122876
259.25,79185
259.266,210257
259.297,144721
259.328,79185
259.344,144720
259.375,101030
259.391,122875
259.422,79185
259.453,188412
259.469,210257
259.5,188412
259.531,122875
259.547,253948
259.563,188411
259.609,57340
259.641,-8196
259.672,57339
259.688,57339
259.719,13649
259.75,13649
259.766,79185
259.797,79185
259.828,144721
259.844,144721
259.875,57340
259.891,122876
259.922,166566
259.938,275793
259.969,101030
260.0,101030
260.016,57340
260.047,35494
260.078,79185
260.094,101030
260.125,35494
260.141,35494
260.172,210257
260.188,297638
260.219,188412
260.25,210256
260.266,13649
260.297,166566
260.328,79184
260.344,297638
260.375,122875
260.391,35494
260.422,144720
260.438,166566
260.469,210256
260.5,166566
260.547,13648
260.563,101030
260.594,57340
260.625,122875
260.656,144721
260.672,144721
260.703,144721
260.719,144721
260.75,166566
260.781,101030
260.813,13648
260.828,144721
260.859,13649
260.875,57339
260.906,166566
260.922,144720
260.953,122876
260.969,101030
261.0,188412
261.031,122876
261.063,101030
261.078,166566
261.109,79185
261.125,57339
261.156,101030
261.172,79185
261.203,144721
261.219,188411
261.25,122875
261.281,122876
261.313,57339
261.328,35494
261.359,122875
261.391,13649
261.469,57340
261.484,35494
261.516,166566
261.563,101030
261.578,57340
261.594,122875
261.625,166566
261.656,35494
261.688,79185
261.703,101030
261.734,-8197
261.75,79185
261.781,210256
261.797,253947
261.828,232102
261.844,101030
261.875,188412
261.906,122875
261.938,188412
261.953,166566
261.984,319484
262.0,122875
262.031,101030
262.047,166566
262.078,101030
262.094,122876
262.125,144721
262.156,122875
262.188,166566
262.203,57339
262.234,13649
262.25,144720
262.281,122875
262.297,13649
262.328,35494
262.344,13649
262.375,210257
262.484,232102
262.5,144721
262.531,122876
262.563,79185
262.594,79185
262.609,188412
262.625,57340
262.656,144721
262.688,144720
262.703,122875
262.734,210257
262.75,188412
262.781,35494
262.797,188411
262.828,188412
262.844,35494
262.875,275793
262.906,79185
262.938,57339
262.953,188411
262.984,166566
263.0,35494
263.031,297638
263.047,297638
263.078,57339
263.094,166566
263.125,122876
263.156,144720
263.188,57340
263.203,57340
263.234,188411
263.25,122876
263.281,210257
263.297,35494
263.328,79185
263.359,79185
263.375,57340
263.406,253948
263.438,101030
263.453,232102
263.469,13649
263.484,297638
263.516,188411
263.547,144721
263.578,57340
263.625,122875
263.656,35494
263.672,275793
263.703,35494
263.734,101030
263.766,35494
263.781,232102
263.813,122876
263.844,79185
263.875,35494
263.906,57340
263.938,122875
263.953,79185
264.0,101030
264.031,166566
264.047,188412
264.094,188411
264.125,35494
264.141,122876
264.188,232102
264.203,144721
264.234,166566
264.391,79184
264.406,188412
264.438,188411
264.469,166566
264.5,122876
264.531,297638
264.563,210257
264.594,35494
264.625,188412
264.656,57340
264.672,79185
264.719,122876
264.75,101030
264.766,35494
264.813,144721
264.828,79185
264.859,122876
264.891,101030
264.922,122876
264.953,122875
264.984,210257
265.016,210257
265.047,-8196
265.078,144720
265.109,122876
265.141,122876
265.172,144720
265.203,13649
265.234,122876
265.266,35494
265.359,79185
265.375,122875
265.391,79185
265.406,35494
265.422,101030
265.438,144721
265.469,13649
265.5,122876
265.531,101030
265.563,57339
265.594,122876
265.625,101030
265.641,101030
265.672,101030
265.703,57339
265.719,166566
265.75,144721
265.781,166566
265.813,101030
265.828,79185
265.875,79184
265.891,35494
265.938,122876
265.953,144721
265.984,57339
266.016,35494
266.031,122876
266.063,144720
266.094,35494
266.125,79185
266.141,210257
266.188,122875
266.203,144721
266.234,101030
266.266,57339
266.281,122876
266.328,122876
266.359,-8196
266.391,166566
266.422,57339
266.438,210256
266.469,57339
266.5,122876
266.531,232102
266.547,-8196
266.594,101030
266.625,101030
266.656,232102
266.688,101030
266.703,144721
266.75,57339
266.766,-8196
266.797,122875
266.828,79185
266.844,232102
266.875,232102
266.906,57339
266.938,253947
266.953,79185
267.0,188411
267.016,144721
267.047,101030
267.078,35494
267.094,101030
267.125,13649
267.156,122876
267.203,122875
267.219,144721
267.25,144721
267.281,122875
267.313,101030
267.328,188411
267.375,210257
267.406,35494
267.422,101030
267.453,35494
267.484,122876
267.516,188412
267.531,79185
267.578,101030
267.609,79184
267.625,144721
267.656,35494
267.672,275793
267.703,101030
267.734,188411
267.766,79185
267.781,275793
267.813,144721
267.828,210257
267.875,35494
267.891,122875
267.922,35494
267.953,101030
267.969,188412
268.0,275793
268.031,144721
268.047,79185
268.156,232102
268.172,166566
268.203,35494
268.219,166566
268.25,144721
268.281,101030
268.297,57340
268.313,35494
268.359,79185
268.375,144721
268.391,35494
268.438,144721
268.453,122875
268.469,79184
268.5,144721
268.531,188412
268.547,79185
268.578,35494
268.609,144721
268.641,166566
268.656,122876
268.688,122876
268.719,144721
268.75,188411
268.766,101030
268.797,232102
268.813,122876
268.844,188412
268.875,144721
268.891,122875
268.922,35494
268.953,101030
268.969,166566
269.0,188412
269.016,101030
269.047,79185
269.172,122876
269.188,253948
269.219,188412
269.234,253948
269.266,166566
269.281,57340
269.313,144721
269.328,188412
269.359,122876
269.391,144721
269.406,101030
269.438,122876
269.469,101030
269.484,79185
269.516,166566
269.531,79185
269.563,122875
269.578,101030
269.625,122876
269.641,144721
269.656,101030
269.703,101030
269.719,122875
269.75,35494
269.766,101030
269.797,232102
269.813,122875
269.844,79184
269.875,79185
269.891,122876
269.922,144721
269.953,79185
269.969,188412
270.0,122876
270.016,101030
270.047,122876
270.063,13648
270.156,79184
270.172,144720
270.203,35494
270.219,79185
270.25,188412
270.266,122875
270.297,57339
270.313,101030
270.344,144721
270.375,232102
270.391,79184
270.422,166566
270.453,144721
270.469,79185
270.5,144721
270.516,122876
270.547,57339
270.563,253948
270.594,79185
270.625,57339
270.641,144721
270.672,79184
270.703,144721
270.719,253948
270.75,122876
270.766,122875
270.797,188412
270.813,232102
270.844,122876
270.875,79185
270.891,35494
270.922,79185
270.953,166566
270.969,35494
271.0,166566
271.016,57339
271.047,79185
271.063,144721
271.094,57339
271.109,57339
271.141,122875
271.156,101030
271.188,232102
271.203,144721
271.234,297638
271.266,188412
271.281,79185
271.313,210257
271.344,122876
271.359,210257
271.391,57340
271.406,122875
271.438,188411
271.453,-8197
271.484,122876
271.516,122876
271.531,122876
271.563,166566
271.594,210257
271.625,122876
271.641,144720
271.656,101030
271.688,188411
271.703,232102
271.734,210257
271.766,144720
271.781,232102
271.813,79185
271.844,57339
271.859,101030
271.891,144721
271.906,122875
271.938,144721
271.969,232102
271.984,144721
272.016,122876
272.047,188411
272.078,144720
272.094,144721
272.125,101030
272.141,101030
272.172,57339
272.188,188412
272.219,57340
272.234,122876
272.266,101030
272.297,144721
272.328,101030
272.344,166566
272.375,188411
272.391,166566
272.422,101030
272.438,232102
272.469,101030
272.5,253947
272.516,188412
272.547,253948
272.578,144721
272.594,166566
272.641,166566
272.656,79184
272.672,79185
272.688,35494
272.703,79185
272.75,101030
272.781,13649
272.813,122876
272.828,210257
272.875,144721
272.891,101030
272.922,144721
272.938,210257
272.969,166566
273.0,101030
273.016,35494
273.047,101030
273.078,188412
273.094,122876
273.125,13649
273.141,232102
273.172,144721
273.188,101030
273.219,188411
273.25,79184
273.266,101030
273.297,166566
273.328,122875
273.344,232102
273.375,35494
273.391,35494
273.422,35494
273.438,57339
273.469,188411
273.5,166566
273.516,144721
273.547,144720
273.578,79185
273.594,35494
273.641,79185
273.656,122876
273.672,275793
273.688,101030
273.719,188412
273.813,122876
273.828,101030
273.859,101030
273.875,166566
273.906,101030
273.938,144721
273.953,35494
273.984,188412
274.0,-8196
274.031,57340
274.047,144721
274.078,122875
274.094,35494
274.125,319483
274.156,35494
274.188,166566
274.203,232102
274.234,79185
274.25,144720
274.281,101030
274.297,57339
274.328,210257
274.344,210257
274.375,57340
274.406,232102
274.438,122876
274.453,101030
274.484,144721
274.5,101030
274.531,35494
274.547,144720
274.578,101030
274.594,144721
274.641,210257
274.656,101030
274.672,79185
274.703,35494
274.75,101030
274.781,-8196
274.797,166566
274.828,253948
274.844,144721
274.875,341329
274.906,79185
274.938,57340
274.953,79185
274.984,101030
275.0,57340
275.031,144721
275.047,122876
275.078,188411
275.109,122876
275.125,101030
275.156,79185
275.188,122876
275.203,188411
275.234,122876
275.25,57340
275.281,57339
275.297,101030
275.328,57340
275.344,13649
275.375,35494
275.406,79185
275.438,79184
275.453,101030
275.484,297638
275.5,122875
275.531,101030
275.547,188412
275.578,122876
275.594,232102
275.656,57339
275.688,101030
275.719,101030
275.75,210257
275.766,188412
275.797,232102
275.828,101030
275.844,166566
275.875,13648
275.891,101030
275.922,188412
275.938,144721
275.969,144721
275.984,122876
276.016,232102
276.047,144720
276.078,79185
276.094,79185
276.125,35494
276.141,101030
276.172,101030
276.188,101030
276.219,166566
276.25,166566
276.266,79185
276.297,57339
276.328,232102
276.344,188412
276.375,13649
276.391,101030
276.422,101030
276.438,57340
276.469,79185
276.5,13649
276.531,101030
276.563,101030
276.578,122876
276.609,13649
276.641,188412
276.656,166566
276.688,122875
276.719,188412
276.734,101030
276.766,122875
276.781,232102
276.813,166566
276.828,166566
276.859,79184
276.891,122875
276.906,57340
276.938,35494
276.969,79185
276.984,166566
277.016,101030
277.031,144721
277.063,101030
277.078,13649
277.109,188412
277.141,122875
277.156,144721
277.188,188411
277.219,57340
277.234,79185
277.266,122876
277.281,122875
277.313,166566
277.328,79185
277.359,144721
277.391,57339
277.406,144721
277.438,79185
277.469,101030
277.484,13649
277.516,144720
277.531,122876
277.563,188412
277.578,101030
277.609,57339
277.641,79185
277.656,232102
277.688,122876
277.719,122875
277.734,188411
277.766,144721
277.781,35494
277.813,57339
277.828,101030
277.859,166566
277.891,79185
277.906,122876
277.938,13649
277.969,101030
277.984,144721
278.016,35494
278.031,101030
278.063,122876
278.078,122875
278.109,144721
278.141,188412
278.156,79185
278.188,122876
278.219,35494
278.234,122876
278.266,57340
278.281,210257
278.313,101030
278.344,188412
278.375,79185
278.406,210257
278.438,122875
278.453,144721
278.484,122875
278.5,122875
278.531,79185
278.547,35494
278.578,188411
278.594,188412
278.625,101030
278.656,79184
278.688,35494
278.703,188412
278.734,188412
278.75,232102
278.781,79185
278.797,57339
278.828,210257
278.844,166566
278.875,79185
278.906,166566
278.922,166566
278.953,35494
278.969,166566
279.0,144721
279.016,57339
279.047,253948
279.063,101030
279.094,79185
279.109,79185
279.141,57340
279.172,79185
279.203,57339
279.219,144721
279.328,188412
279.344,166566
279.375,210257
279.406,188411
279.422,35494
279.453,188412
279.469,57339
279.5,122875
279.531,122876
279.563,144721
279.578,101030
279.609,101030
279.625,210257
279.672,57339
279.688,144721
279.703,79185
279.734,122876
279.766,101030
279.797,101030
279.828,144721
279.844,144721
279.875,101030
279.891,57339
279.922,101030
279.938,188412
279.969,79185
279.984,144721
280.016,79185
280.047,232102
280.078,166566
280.094,297638
280.125,253948
280.141,35494
280.172,35494
280.188,79185
280.219,188411
280.25,101030
280.281,-8196
280.313,101030
280.344,122875
280.359,232102
280.391,166566
280.406,144721
280.438,35494
280.453,79185
280.484,122876
280.516,101030
280.531,144721
280.563,253947
280.594,122876
280.609,144720
280.641,166566
280.672,166566
280.688,57339
280.703,79185
280.734,122875
280.75,122875
280.766,79184
280.797,144721
280.828,188412
280.844,57340
280.875,232102
280.906,188411
280.922,188412
280.953,144721
280.969,122875
280.984,166566
281.0,188412
281.031,232102
281.063,122876
281.078,122875
281.109,79185
281.156,35494
281.188,35494
281.203,210257
281.234,166566
281.25,79185
281.281,210257
281.297,144721
281.328,35494
281.344,188412
281.375,101030
281.406,297638
281.438,232102
281.453,57340
281.484,79185
281.5,144721
281.531,122876
281.547,101030
281.578,101030
281.594,166566
281.625,79185
281.656,232102
281.688,144721
281.703,144721
281.734,101030
281.766,13649
281.781,166566
281.813,188412
281.828,79185
281.859,253947
281.891,188412
281.906,-8197
281.938,166566
281.969,122876
281.984,35494
282.016,297638
282.031,13649
282.063,188412
282.078,35494
282.188,57340
