Time,Total
17.781,-51887
17.797,-8196
17.813,-30042
17.859,-30042
17.891,-51887
17.922,-30042
17.938,-51887
17.953,-30042
18.0,-8197
18.031,-51887
18.063,-30042
18.078,-51887
18.125,-30042
18.156,-51887
18.203,-8197
18.219,-30042
18.266,-51887
18.297,-8197
18.313,-51887
18.344,-30042
18.359,-30042
18.406,-51887
18.438,35494
18.453,-30042
18.484,-51887
18.5,-8196
18.547,-8197
18.578,-30042
18.594,-51887
18.625,-51887
18.672,-51887
18.688,-30042
18.703,-8197
18.734,-30042
18.75,-8197
18.781,-51887
18.813,-30042
18.844,-51887
18.859,-30042
18.906,-8197
18.938,-51887
18.953,-8196
18.984,-51887
19.0,-30042
19.047,-30042
19.078,-30042
19.094,-8196
19.125,-30042
19.172,-51887
19.219,-30042
19.25,-30042
19.281,-51887
19.297,-51887
19.344,13649
19.375,-51887
19.406,-8197
19.422,-30042
19.469,-51887
19.484,-30042
19.516,-30042
19.531,-30042
19.578,-8197
19.609,-30042
19.625,-51887
19.656,-51887
19.672,-30042
19.703,-8196
19.719,-30042
19.734,-30042
19.781,-51887
19.813,-8196
19.828,-30042
19.859,-51887
19.875,-30042
19.922,-8196
19.953,57340
19.969,-51887
20.0,-51887
20.047,13649
20.063,-8196
20.094,-30042
20.125,-30042
20.141,-51887
20.188,-8197
20.219,-51887
20.266,-51887
20.297,-8197
20.313,-51887
20.344,-51887
20.359,-51887
20.391,-51887
20.422,-51887
20.438,-8197
20.469,-8197
20.484,-51887
20.516,35494
20.547,-51887
20.563,13648
20.594,-30042
20.609,-8197
20.641,-51887
20.672,-51887
20.688,-8197
20.719,-30042
20.734,-51887
20.766,-30042
20.797,-51887
20.813,13649
20.844,57340
20.859,-8197
20.891,13649
20.922,-30042
20.938,-8196
20.969,-51887
20.984,-30042
21.016,-30042
21.047,13649
21.063,-51887
21.094,-8196
21.109,-51887
21.125,-30042
21.156,-51887
21.188,-51887
21.219,-30042
21.234,-51887
21.25,-51887
21.281,13649
21.313,-30042
21.328,13649
21.359,-51887
21.406,-51887
21.422,-8197
21.469,35494
21.484,-51887
21.516,13649
21.547,-30042
21.563,-8197
21.578,13649
21.609,-30042
21.625,-30042
21.656,-51887
21.672,-8197
21.703,-51887
21.719,-51887
21.734,-51887
21.766,-30042
21.797,-51887
21.813,-51887
21.828,-51887
21.859,-8196
21.875,-8196
21.906,57339
21.922,-8197
21.938,-30042
21.969,-51887
21.984,-8196
22.016,35494
22.031,-30042
22.063,-51887
22.078,-51887
22.109,-30042
22.125,-51887
22.156,-51887
22.172,-51887
22.203,-51887
22.219,-51887
22.25,-51887
22.344,-51887
22.359,-30042
22.375,-51887
22.391,-51887
22.406,-51887
22.438,-8197
22.453,-8196
22.484,-51887
22.516,-30042
22.531,-51887
22.547,-30042
22.578,-51887
22.609,-30042
22.625,-8196
22.656,-30042
22.688,-8197
22.703,13648
22.734,-51887
22.75,-30042
22.781,-30042
22.813,-8197
22.828,-51887
22.859,-8196
22.875,-8197
22.906,-51887
22.938,-51887
22.953,-8196
22.984,13649
23.0,-30042
23.031,-51887
23.063,-8196
23.078,-30042
23.109,13649
23.125,-30042
23.156,-30042
23.172,-8197
23.219,-30042
23.25,-51887
23.266,-30042
23.297,-30042
23.344,-51887
23.375,-51887
23.406,-8197
23.422,-30042
23.453,-51887
23.469,-8196
23.5,13649
23.531,-30042
23.547,-8197
23.578,-30042
23.594,-30042
23.625,-51887
23.656,-8197
23.672,-51887
23.703,-51887
23.719,-51887
23.75,-30042
23.781,-51887
23.797,-51887
23.828,-30042
23.844,13649
23.875,-51887
23.906,-51887
23.922,35494
23.953,-51887
23.969,-51887
24.0,-51887
24.031,-51887
24.047,-51887
24.078,-30042
24.094,-8196
24.125,-51887
24.156,-30042
24.219,-30042
24.25,-30042
24.281,-8197
24.313,-51887
24.344,13649
24.359,-8197
24.391,35494
24.406,-51887
24.438,-51887
24.453,-8196
24.484,-51887
24.516,13649
24.531,-51887
24.563,-51887
24.578,-51887
24.609,35494
24.625,13648
24.656,-30042
24.688,-30042
24.703,-51887
24.734,-51887
24.766,-30042
24.781,13649
24.813,-51887
24.828,-8197
24.859,-8197
24.875,-30042
24.906,-8197
24.938,-51887
24.953,-30042
24.984,35494
25.016,-30042
25.031,57340
25.063,-51887
25.078,-30042
25.141,-51887
25.172,13648
25.203,-51887
25.234,-51887
25.25,-51887
25.266,-30042
25.313,-30042
25.328,-8196
25.344,-30042
25.375,-30042
25.406,-51887
25.422,-30042
25.453,-30042
25.469,-30042
25.5,-51887
25.531,-8197
25.547,-30042
25.578,-51887
25.594,-51887
25.625,-51887
25.656,-51887
25.672,-8197
25.703,-30042
25.719,-51887
25.75,-51887
25.781,35494
25.797,-8197
25.828,-30042
25.844,13648
25.875,-51887
25.906,-8197
25.922,-8196
25.953,-8196
25.969,-8197
26.031,-30042
26.047,-8197
26.078,-51887
26.109,35494
26.141,-8197
26.156,-30042
26.188,-8197
26.203,-30042
26.25,-30042
26.266,-30042
26.281,-51887
26.313,-30042
26.328,-51887
26.359,-8197
26.375,-30042
26.406,-30042
26.438,-8197
26.453,-8197
26.484,-30042
26.516,-51887
26.531,-8196
26.563,-51887
26.578,-51887
26.609,13649
26.625,-51887
26.656,-8197
26.688,-30042
26.703,-8197
26.734,-30042
26.766,-51887
26.781,-30042
26.813,-30042
26.828,13649
26.859,-51887
26.875,-30042
26.969,-8197
26.984,-51887
27.0,-30042
27.016,-30042
27.063,-51887
27.078,13649
27.094,-51887
27.125,-30042
27.156,-51887
27.172,-51887
27.203,-51887
27.219,-8197
27.266,-30042
27.281,13649
27.297,-30042
27.313,-51887
27.328,35494
27.375,13649
27.406,-51887
27.422,-8196
27.453,-8196
27.469,-51887
27.5,-51887
27.531,35494
27.547,-30042
27.578,-30042
27.594,-30042
27.625,-51887
27.656,-30042
27.672,-30042
27.703,-30042
27.719,-8196
27.75,-51887
27.781,13649
27.797,-51887
27.828,13649
27.844,-51887
27.922,-30042
27.953,-8197
28.0,-51887
28.016,-51887
28.047,-51887
28.063,-30042
28.094,-30042
28.109,-51887
28.141,-8197
28.172,-51887
28.188,-30042
28.219,-30042
28.25,-8196
28.266,13649
28.297,-30042
28.328,-51887
28.344,-51887
28.375,-51887
28.391,-8197
28.422,-51887
28.438,-8197
28.469,-8197
28.484,-51887
28.516,-30042
28.547,-51887
28.563,-51887
28.594,-30042
28.625,13649
28.641,13649
28.672,-51887
28.688,-30042
28.719,-51887
28.734,-8197
28.766,-51887
28.797,-51887
28.828,-30042
28.859,-8197
28.875,-8197
28.891,-30042
28.938,-30042
28.953,-51887
28.969,-51887
29.0,-8197
29.031,13648
29.047,13649
29.063,13649
29.094,-30042
29.109,-30042
29.125,13649
29.156,-51887
29.172,35494
29.188,13648
29.219,57340
29.234,13649
29.266,-30042
29.281,35494
29.297,-8196
29.344,13649
29.359,79185
29.391,-30042
29.406,13649
29.422,13648
29.453,-8197
29.469,-30042
29.484,35494
29.516,-8196
29.531,57340
29.547,-30042
29.578,35494
29.594,-51887
29.609,122875
29.641,-8196
29.656,-8197
29.672,79185
29.75,122875
29.781,79185
29.797,-8197
29.813,35494
29.844,-30042
29.859,13649
29.875,-51887
29.906,57339
29.922,-30042
29.938,13649
29.969,-30042
29.984,-8197
30.0,-30042
30.031,57340
30.047,-8197
30.063,101030
30.094,166566
30.109,13649
30.125,101030
30.156,35494
30.172,-8197
30.188,13649
30.219,57339
30.234,-8197
30.266,122876
30.281,101030
30.313,57339
30.328,101030
30.344,57340
30.391,79185
30.406,35494
30.422,79185
30.453,-8196
30.469,101030
30.484,35494
30.516,57340
30.531,35494
30.547,144721
30.578,79185
30.594,13649
30.641,122876
30.656,101030
30.672,101030
30.703,-30042
30.719,57339
30.75,35494
30.766,101030
30.781,57340
30.813,13649
30.828,144721
30.844,57339
30.875,122875
30.891,35494
30.906,-8197
30.938,57340
30.953,122875
30.969,57340
31.0,144721
31.016,101030
31.031,210257
31.063,79184
31.078,57339
31.094,35494
31.125,144721
31.141,79185
31.156,101030
31.188,166566
31.203,232102
31.219,253948
31.25,341329
31.281,101030
31.297,122875
31.313,210256
31.344,122875
31.375,144721
31.406,101030
31.422,144721
31.438,144721
31.469,210256
31.484,144721
31.578,210257
31.594,144720
31.625,122875
31.656,122875
31.672,166566
31.688,253947
31.719,122875
31.734,232102
31.75,144720
31.781,122876
31.797,122876
31.813,210257
31.844,79185
31.859,297638
31.875,232102
31.906,122876
31.922,79184
31.938,210257
31.969,144721
31.984,101030
32.0,188412
32.031,275793
32.047,188412
32.063,101030
32.094,122876
32.109,297638
32.125,188411
32.156,122875
32.172,210257
32.188,275792
32.219,101030
32.234,144721
32.266,232102
32.281,385020
32.313,341329
32.328,297638
32.344,122876
32.375,122875
32.422,188412
32.438,406865
32.469,275793
32.484,232102
32.547,253948
32.563,232102
32.594,188411
32.609,232102
32.625,232102
32.656,319484
32.672,450556
32.688,122876
32.719,144720
32.734,253947
32.75,188411
32.781,363174
32.797,341329
32.813,428710
32.844,428710
32.859,297638
32.875,363174
32.906,297638
32.922,275793
32.938,406865
32.969,406865
32.984,341329
33.0,297638
33.031,275793
33.047,144721
33.063,450555
33.094,472401
33.109,363174
33.125,385020
33.156,232102
33.172,406865
33.188,253947
33.219,341329
33.234,319483
33.266,363174
33.281,297638
33.313,341329
33.328,385020
33.344,253947
33.359,297638
33.406,406865
33.422,341329
33.453,297638
33.484,472401
33.5,385019
33.531,166566
33.547,603473
33.563,494246
33.594,450555
33.609,406865
33.625,275793
33.656,319484
33.672,297638
33.688,275793
33.719,428710
33.734,319483
33.75,319484
33.781,385020
33.797,253947
33.813,297638
33.844,232102
33.859,450555
33.875,537937
33.906,341329
33.922,385020
33.938,406865
33.969,363174
33.984,363174
34.0,472401
34.031,341329
34.047,428710
34.063,450556
34.094,275793
34.109,341329
34.125,472401
34.156,275792
34.172,516091
34.188,406865
34.219,341329
34.234,472401
34.266,363174
34.281,690854
34.313,385019
34.406,341329
34.453,253947
34.469,363174
34.484,297638
34.5,406865
34.531,516092
34.547,363174
34.563,210256
34.594,363174
34.609,472401
34.625,428710
34.656,494246
34.672,297638
34.688,494246
34.719,385020
34.734,559782
34.75,406865
34.781,472401
34.797,450555
34.813,581628
34.844,516092
34.859,341329
34.875,406865
34.906,406865
34.922,494246
34.938,275793
34.969,253948
34.984,669009
35.0,559782
35.031,472401
35.047,363174
35.063,472401
35.094,516091
35.109,406865
35.125,297638
35.156,450555
35.172,297638
35.188,428710
35.219,341329
35.234,603473
35.266,494246
35.281,450556
35.328,647163
35.344,428710
35.375,406865
35.391,275793
35.406,428710
35.438,559782
35.453,472401
35.469,385019
35.5,494246
35.516,232102
35.531,428710
35.563,516091
35.578,428710
35.594,712699
35.625,472401
35.641,363174
35.656,559782
35.688,494246
35.703,385020
35.719,450556
35.75,450556
35.766,537937
35.781,494246
35.813,494246
35.828,559782
35.844,647164
35.875,537937
35.891,406865
35.906,297638
35.938,581628
35.953,363174
35.969,537937
36.0,712700
36.016,450556
36.031,341329
36.063,516092
36.078,581628
36.094,537937
36.125,472401
36.141,428710
36.156,385019
36.188,494246
36.313,516092
36.344,669009
36.359,385020
36.375,516092
36.406,406865
36.438,472401
36.453,559782
36.484,559782
36.5,450556
36.531,385019
36.563,581627
36.594,603472
36.609,450556
36.641,559782
36.656,363174
36.688,843771
36.703,603473
36.734,625318
36.75,603473
36.781,647163
36.813,472401
36.844,450555
36.859,625318
36.891,537937
36.922,581627
36.938,450556
36.969,734545
37.0,625318
37.016,821926
37.047,756390
37.063,559782
37.078,537937
37.094,494246
37.125,537937
37.156,341329
37.172,494246
37.234,472401
37.25,494246
37.266,341328
37.297,734544
37.328,647164
37.359,581627
37.375,450555
37.391,472401
37.422,559782
37.453,559782
37.469,428710
37.484,581627
37.516,712700
37.531,406865
37.563,472401
37.578,690854
37.594,537937
37.656,625318
37.688,581627
37.703,472401
37.719,559782
37.75,712699
37.766,625318
37.797,537937
37.813,472401
37.828,712699
37.844,450556
37.875,821926
37.891,669009
37.922,690854
37.938,581628
37.953,537937
37.969,559782
38.0,363174
38.016,712700
38.047,756390
38.063,756390
38.078,603473
38.094,516091
38.125,669009
38.156,428710
38.172,406865
38.188,406865
38.219,428710
38.234,559782
38.25,865617
38.281,625318
38.313,734545
38.453,821926
38.641,428710
38.797,690854
38.828,690854
38.844,712699
38.875,472401
38.906,603473
38.938,625318
38.953,559782
38.984,581628
39.031,603473
39.047,625318
39.094,734545
39.109,450556
39.141,428710
39.156,647164
39.172,581628
39.203,450556
39.219,559782
39.234,647164
39.266,450556
39.281,625318
39.313,537937
39.359,821926
39.375,450556
39.406,690854
39.438,647164
39.453,800081
39.469,669009
39.484,625318
39.516,559782
39.531,450555
39.563,712699
39.578,494246
39.594,450556
39.609,625318
39.641,756390
39.656,887462
39.688,712699
39.703,778236
39.719,669009
39.734,559782
39.766,669009
39.781,647164
39.813,516092
39.828,537937
39.844,494246
39.859,494246
39.891,734545
39.906,734545
39.938,537936
39.953,690854
39.969,625318
39.984,516091
40.016,952998
40.031,712700
40.063,778236
40.078,625318
40.094,516091
40.109,821926
40.141,669009
40.156,581628
40.188,756390
40.203,931153
40.219,494246
40.234,625318
40.266,472401
40.281,690854
40.313,756390
40.344,778235
40.375,625318
40.391,821926
40.422,800081
40.438,472400
40.484,406865
40.5,778236
40.531,800080
40.547,581627
40.563,581627
40.594,516092
40.609,909307
40.625,756390
40.656,516092
40.672,603472
40.688,843771
40.719,559782
40.734,647164
40.75,756390
40.781,669009
40.797,800081
40.813,581627
40.844,559782
40.859,647163
40.891,669009
40.922,603473
40.938,603473
40.969,690854
41.0,778236
41.016,669009
41.047,952998
41.063,625318
41.078,537937
41.094,712699
41.125,734544
41.141,625318
41.172,887462
41.188,603473
41.203,669009
41.219,843771
41.25,756390
41.266,974843
41.281,625318
41.297,625318
41.328,778235
41.359,843772
41.375,669009
41.406,778236
41.438,559782
41.453,647163
41.484,494246
41.5,712700
41.531,603473
41.547,603473
41.578,537937
41.609,821926
41.625,559782
41.656,537937
41.672,647164
41.688,537937
41.781,537937
41.797,625318
41.813,647164
41.859,647164
41.875,450556
41.891,559782
41.922,690854
41.938,909307
41.969,712700
41.984,450556
42.0,647164
42.031,800080
42.047,843772
42.063,581627
42.094,669009
42.125,669009
42.156,669009
42.172,603473
42.203,800081
42.219,931153
42.25,603473
42.266,778235
42.297,734545
42.313,581628
42.344,712700
42.359,647164
42.375,865617
42.406,603473
42.422,800081
42.453,778236
42.484,952998
42.5,843771
42.531,537937
42.563,865617
42.578,690854
42.609,537936
42.625,669009
42.656,734545
42.703,494246
42.719,516092
42.734,537937
42.781,734545
42.797,712700
42.813,712700
42.844,669009
42.859,800081
42.891,625318
42.906,712699
42.938,625318
42.969,756390
42.984,669009
43.0,712700
43.031,821926
43.047,494246
43.063,603473
43.094,625318
43.109,734545
43.125,821926
43.156,472401
43.172,625318
43.203,909308
43.219,625318
43.25,800081
43.266,669009
43.297,887462
43.313,800081
43.344,712699
43.359,712700
43.375,712700
43.422,756390
43.438,712700
43.469,756390
43.484,1040379
43.5,581627
43.531,734545
43.547,537937
43.609,494246
43.641,690854
43.656,559782
43.688,821926
43.703,821926
43.719,625318
43.75,603472
43.766,516091
43.781,690854
43.813,647163
43.844,952998
43.859,406865
43.891,996689
43.906,778235
43.922,778236
43.953,647163
43.969,647164
43.984,778235
44.016,581628
44.031,974843
44.047,756390
44.078,516091
44.094,712699
44.125,756390
44.141,800080
44.172,712700
44.188,734545
44.219,800081
44.234,887462
44.25,931152
44.281,734545
44.297,690854
44.313,843772
44.359,647164
44.375,756390
44.391,974843
44.406,603473
44.422,712700
44.484,734545
44.531,734545
44.563,734544
44.609,690854
44.625,909308
44.641,931153
44.672,690854
44.688,931153
44.719,778236
44.75,690854
44.766,472401
44.797,494246
44.813,952998
44.844,450555
44.859,581627
44.891,865617
44.906,734545
44.922,690854
44.953,778236
44.969,385020
44.984,1215142
45.016,821926
45.031,603473
45.047,734545
45.078,1258832
45.094,450556
45.125,821926
45.141,843772
45.172,887462
45.188,647164
45.219,516091
45.25,559782
45.281,712699
45.297,690854
45.328,821926
45.359,625318
45.375,821926
45.391,909308
45.406,581628
45.438,669009
45.5,712699
45.516,669009
45.547,690854
45.578,669009
45.609,690854
45.625,712699
45.656,690854
45.688,734545
45.719,581628
45.75,800081
45.781,778236
45.797,865616
45.828,581628
45.859,734545
45.875,734545
45.906,690854
45.938,625318
45.953,996689
45.984,712699
46.016,778235
46.047,843772
46.078,603472
46.109,1127761
46.141,778235
46.172,647163
46.188,647164
46.219,800081
46.25,800081
46.281,756390
46.313,603473
46.359,756390
46.391,537937
46.422,603473
46.469,800081
46.5,603473
46.531,690854
46.547,581627
46.578,778235
46.609,756390
46.641,931153
46.672,756390
46.688,690854
46.719,581628
46.75,931153
46.781,581627
46.813,669009
46.828,974843
46.859,756390
46.891,581627
46.922,690854
46.953,603473
46.984,887462
47.016,494246
47.047,669009
47.063,603473
47.094,669009
47.125,778236
47.156,581628
47.188,821926
47.219,603473
47.25,909308
47.297,931153
47.313,690854
47.328,625318
47.359,690854
47.406,669008
47.438,690854
47.453,712700
47.484,647164
47.516,887462
47.547,843771
47.578,559782
47.609,800081
47.641,494246
47.672,909307
47.688,669009
47.719,669009
47.75,537937
47.781,712700
47.813,516092
47.844,625318
47.875,734545
47.906,778235
47.922,690854
47.953,821926
47.984,581628
48.016,712700
48.047,756390
48.078,800081
48.094,778236
48.125,603472
48.188,821926
48.219,931153
48.25,450556
48.281,974843
48.313,865617
48.344,800081
48.375,669009
48.406,843772
48.422,537937
48.453,450555
48.484,952998
48.516,450556
48.547,952998
48.578,669008
48.594,516091
48.625,647164
48.656,625318
48.688,712700
48.719,778236
48.75,887462
48.781,625318
48.813,537937
48.828,472401
48.859,559782
48.891,647164
48.922,887462
48.953,690854
48.984,734545
49.016,516091
49.109,734545
49.125,516092
49.141,690854
49.172,821926
49.203,712700
49.234,800081
49.266,559782
49.297,1127761
49.313,996689
49.344,843772
49.391,909308
49.406,712700
49.422,494246
49.469,559782
49.484,603473
49.516,952998
49.547,581628
49.578,821926
49.609,996689
49.641,625318
49.672,865617
49.688,669009
49.719,756390
49.75,603473
49.781,778235
49.813,756390
49.844,581628
49.875,865617
49.906,494246
49.922,996689
49.953,756390
50.0,974843
