Time,77,78,79
0.031,0,21845,0
0.047,0,43690,0
0.063,0,0,21845
0.094,0,43690,0
0.125,0,21845,0
0.156,0,21845,0
0.203,0,43690,0
0.219,65536,0,0
0.266,0,21845,0
0.297,0,65536,0
0.328,43690,0,0
0.344,21845,0,0
0.375,0,0,21845
0.406,0,65536,21845
0.438,0,21845,0
0.469,0,0,21845
0.5,0,21845,0
0.531,0,21845,0
0.563,0,21845,0
0.578,0,65536,0
0.609,43690,21845,0
0.641,0,21845,0
0.656,21845,0,43690
0.688,0,21845,0
0.75,43690,0,0
0.781,0,43690,0
0.797,0,21845,43690
0.813,0,43690,21845
0.844,21845,0,0
0.891,0,43690,0
0.922,43690,0,0
0.938,0,65536,21845
0.969,21845,0,0
1.016,0,0,21845
1.047,0,21845,0
1.063,21845,0,21845
1.094,0,0,65536
1.141,43690,0,0
1.172,21845,0,21845
1.188,0,21845,0
1.219,21845,0,21845
1.266,0,21845,0
1.297,0,43690,0
1.328,0,21845,0
1.375,43690,21845,0
1.406,0,43690,0
1.438,0,65535,0
1.469,0,21845,0
1.5,0,0,21845
1.531,0,21845,0
1.578,21845,0,0
1.609,0,87381,21845
1.625,0,109226,0
1.641,43690,0,0
1.656,0,0,21845
1.688,0,21845,0
1.703,0,65536,0
1.719,0,21845,0
1.734,21845,43690,0
1.766,0,21845,0
1.813,21845,0,0
1.844,0,109226,0
1.891,21845,43690,0
1.922,0,21845,21845
1.953,0,21845,0
1.984,0,21845,0
2.016,0,21845,0
2.063,43690,0,21845
2.109,0,21845,0
2.141,0,21845,0
2.188,0,21845,0
2.219,0,21845,0
2.234,0,21845,0
2.25,43690,0,0
2.266,0,21845,0
2.297,0,0,21845
2.313,0,109226,0
2.344,0,43690,0
2.391,21845,0,0
2.422,21845,0,0
2.438,21845,0,0
2.469,87381,0,21845
2.5,21845,21845,0
2.547,0,0,21845
2.578,0,21845,0
2.594,0,21845,0
2.609,43690,0,0
2.656,21845,0,0
2.672,0,21845,0
2.688,21845,21845,0
2.703,43690,43690,0
2.719,0,65536,0
2.781,0,43690,0
2.797,0,65536,0
2.813,0,0,21845
2.844,21845,43690,0
2.891,0,87381,0
2.922,0,43690,0
2.938,21845,0,0
2.953,0,21845,0
2.984,65536,21845,0
3.031,21845,0,0
3.063,87381,0,0
3.094,0,21845,0
3.141,0,21845,0
3.172,0,21845,0
3.203,21845,43690,0
3.219,43690,0,21845
3.234,21845,0,21845
3.266,21845,21845,0
3.297,0,43690,0
3.328,0,21845,0
3.375,0,21845,21845
3.406,65536,0,21845
3.438,21845,21845,0
3.469,0,21845,0
3.484,0,65536,0
3.5,43690,43690,0
3.547,0,65536,0
3.578,21845,21845,0
3.609,21845,0,0
3.641,0,109226,0
3.656,0,21845,0
3.672,0,21845,0
3.703,0,21845,0
3.734,0,21845,0
3.766,21845,0,0
3.797,0,65536,21845
3.828,21845,0,0
3.859,0,87381,0
3.906,0,21845,0
3.938,0,21845,0
3.969,0,65536,0
4.0,43690,0,0
4.016,43690,0,0
4.047,21845,0,0
4.063,0,43690,21845
4.094,0,21845,0
4.141,0,21845,0
4.172,0,21845,0
4.203,0,87381,0
4.234,21845,21845,0
4.266,0,21845,0
4.281,43690,21845,0
4.297,0,43690,0
4.344,21845,0,21845
4.359,0,65536,0
4.375,0,43690,0
4.422,0,0,21845
4.453,21845,0,0
4.484,0,21845,21845
4.5,0,21845,0
4.516,21845,0,0
4.563,0,21845,0
4.594,0,21845,0
4.641,0,43690,0
4.656,43690,0,0
4.688,0,43690,0
4.719,0,65536,0
4.766,0,43690,0
4.781,21845,21845,0
4.797,0,43690,0
4.828,0,43690,0
4.859,21845,0,43690
4.875,21845,0,21845
4.906,0,21845,0
4.938,21845,21845,0
4.969,0,43690,0
5.016,43690,0,0
5.047,0,43690,0
5.078,0,21845,21845
5.109,0,65536,0
5.125,21845,21845,0
5.141,0,43690,0
5.188,0,65536,0
5.219,21845,0,43690
5.25,43690,0,21845
5.281,21845,21845,0
5.313,0,65536,21845
5.344,0,0,21845
5.391,0,21845,0
5.406,0,21845,0
5.422,0,21845,0
5.453,43690,0,21845
5.5,21845,0,0
5.531,0,65536,0
5.563,65536,0,43690
5.594,0,43690,0
5.625,0,0,21845
5.656,21845,0,0
5.672,0,21845,0
5.688,0,43690,0
5.719,0,0,21845
5.734,0,0,21845
5.75,21845,0,0
5.766,43690,43690,0
5.797,0,21845,0
5.828,0,21845,0
5.859,0,0,21845
5.906,21845,0,0
5.938,0,43690,0
5.969,0,65536,0
6.016,21845,43690,0
6.063,65536,43690,0
6.078,0,43690,0
6.109,0,21845,0
6.141,21845,43690,0
6.156,21845,21845,0
6.172,43690,43690,0
6.219,0,21845,0
6.25,0,43690,0
6.281,43690,65536,0
6.313,21845,0,0
6.344,21845,43690,0
6.391,0,21845,0
6.422,21845,0,0
6.438,0,43690,0
6.453,0,21845,0
6.484,0,21845,0
6.531,0,0,43690
6.578,21845,0,0
6.625,0,65536,0
6.656,0,43690,0
6.688,21845,0,21845
6.719,0,21845,0
6.734,0,0,43690
6.75,21845,0,0
6.781,0,21845,0
6.813,0,65536,0
6.828,0,65536,0
6.859,21845,21845,0
6.906,21845,21845,0
6.938,0,43690,0
6.984,0,21845,0
7.016,0,21845,0
7.078,0,21845,0
7.094,0,21845,0
7.109,21845,65536,0
7.125,0,43690,21845
7.172,0,65536,0
7.203,0,65536,0
7.234,21845,0,0
7.25,43690,0,0
7.266,0,21845,0
7.281,21845,0,0
7.313,21845,0,0
7.359,21845,43690,0
7.391,0,0,21845
7.406,0,0,131072
7.438,0,0,21845
7.469,0,43690,21845
7.516,21845,43690,0
7.547,21845,0,0
7.563,0,21845,0
7.578,0,21845,0
7.625,21845,21845,0
7.672,0,43690,0
7.688,0,43690,0
7.703,0,43690,0
7.734,43690,0,0
7.766,0,0,43690
7.781,0,21845,0
7.813,0,87381,0
7.844,21845,21845,0
7.891,21845,21845,21845
7.938,0,43690,21845
7.969,0,43690,0
8.016,21845,21845,0
8.047,0,65536,0
8.094,21845,0,43690
8.109,21845,0,0
8.141,21845,0,0
8.172,21845,0,21845
8.203,43690,87381,0
8.25,21845,0,21845
8.297,43690,0,21845
8.328,21845,0,21845
8.375,0,65536,0
8.406,0,21845,0
8.422,0,21845,0
8.438,0,0,21845
8.469,65536,0,0
8.516,0,43690,0
8.563,0,21845,0
8.594,0,43690,0
8.641,0,65536,0
8.656,21845,0,0
8.672,21845,43690,0
8.688,65536,0,0
8.703,21845,0,0
8.734,43690,65536,0
8.75,21845,0,21845
8.766,0,0,21845
8.781,0,43690,0
8.844,0,65536,21845
8.891,65536,21845,0
8.922,0,21845,0
8.938,0,65536,0
8.953,43690,21845,0
8.984,0,21845,0
9.031,0,21845,0
9.094,0,43690,0
9.125,21845,0,0
9.156,21845,0,21845
9.203,0,43690,0
9.234,0,21845,43690
9.25,21845,0,0
9.266,0,21845,0
9.328,21845,0,0
9.375,21845,0,43690
9.406,0,21845,43690
9.453,43690,0,21845
9.484,0,21845,0
9.531,0,0,65536
9.563,0,43690,0
9.578,0,21845,21845
9.594,0,21845,0
9.641,21845,43690,0
9.672,0,65536,0
9.688,21845,0,0
9.719,0,43690,0
9.734,0,21845,0
9.766,21845,0,21845
9.813,0,65536,0
9.844,0,21845,0
9.891,21845,0,21845
9.906,21845,21845,0
9.922,0,21845,0
9.938,0,43690,0
9.984,0,21845,0
10.031,0,0,43690
10.078,21845,0,0
10.109,0,65536,0
10.141,21845,21845,0
10.172,21845,21845,0
10.203,0,43690,0
10.25,43690,21845,0
10.266,43690,21845,0
10.313,0,21845,0
10.344,0,43690,0
10.391,0,43690,0
10.422,21845,21845,0
10.453,0,65536,0
10.484,21845,0,21845
10.5,43690,0,21845
10.531,21845,65536,0
10.563,0,43690,0
10.594,0,43690,0
10.609,21845,0,0
10.641,0,87381,0
10.672,43690,0,0
10.703,0,21845,21845
10.734,0,21845,0
10.766,21845,21845,0
10.797,21845,21845,0
10.828,21845,0,0
10.844,0,65536,0
10.875,21845,0,0
10.906,0,43690,0
10.938,0,21845,0
10.969,0,0,21845
11.0,21845,21845,0
11.031,21845,87381,0
11.047,0,21845,0
11.078,21845,21845,0
11.125,21845,0,21845
11.141,0,43690,43690
11.156,0,21845,0
11.188,43690,0,0
11.203,21845,0,21845
11.219,0,0,21845
11.234,0,21845,0
11.266,0,43690,0
11.313,21845,0,0
11.344,0,43690,0
11.359,87381,65536,0
11.391,0,21845,43690
11.422,21845,0,0
11.453,0,0,21845
11.484,21845,0,21845
11.516,0,21845,0
11.547,43690,21845,0
11.578,0,21845,0
11.594,21845,0,21845
11.625,65536,21845,0
11.656,21845,0,21845
11.688,21845,0,0
11.719,0,43690,0
11.75,0,43690,0
11.781,0,0,21845
11.797,0,43690,21845
11.828,43690,0,0
11.859,0,21845,0
11.891,0,0,21845
11.922,0,43690,0
11.953,21845,0,43690
11.984,0,109226,87381
12.016,0,21845,0
12.031,0,21845,0
12.063,0,21845,0
12.094,0,21845,0
12.141,21845,0,0
12.156,21845,21845,0
12.172,21845,21845,0
12.188,0,43690,0
12.219,21845,0,0
12.234,21845,21845,0
12.266,21845,0,0
12.297,0,21845,0
12.328,0,43690,0
12.359,21845,87381,0
12.391,21845,0,21845
12.422,21845,21845,0
12.453,0,0,21845
12.469,21845,0,0
12.5,21845,0,21845
12.531,0,65536,0
12.563,0,21845,0
12.594,43690,0,0
12.625,0,65535,0
12.656,0,109226,0
12.688,21845,65536,0
12.703,43690,0,0
12.734,0,21845,21845
12.766,0,21845,0
12.797,43690,43690,0
12.828,0,21845,0
12.859,0,21845,0
12.891,0,43690,0
12.906,21845,0,0
12.938,21845,21845,0
12.969,0,0,43690
13.0,21845,21845,0
13.031,0,21845,0
13.063,43690,0,0
13.094,0,21845,0
13.109,65536,0,0
13.156,21845,0,0
13.172,21845,0,0
13.203,0,65536,0
13.219,43690,43690,0
13.234,0,21845,0
13.266,0,43690,0
13.297,0,0,21845
13.328,0,43690,0
13.359,0,0,43690
13.391,0,43690,0
13.422,21845,21845,0
13.453,0,21845,0
13.469,0,43690,0
13.5,0,21845,0
