Time,Total
273.234,151723
273.265,195414
273.281,42497
273.312,64341
273.328,239105
273.359,217259
273.437,217259
273.453,260950
273.469,239104
273.5,129878
273.547,42496
273.578,129878
273.609,239105
273.64,151723
273.656,129878
273.687,173569
273.703,282795
273.734,195414
273.765,86187
273.781,304641
273.812,239105
273.859,151723
273.89,173568
273.906,304640
273.937,173569
273.953,370176
273.984,260949
274.0,282795
274.015,129878
274.047,217259
274.078,86187
274.109,195414
274.125,108032
274.156,173569
274.172,239105
274.203,86187
274.219,304640
274.25,304641
274.281,282795
274.297,151723
274.328,-1194
274.359,217259
274.39,260950
274.406,129877
274.437,260950
274.453,173569
274.484,151723
274.515,151723
274.531,239105
274.562,173569
274.578,173569
274.609,217259
274.64,217259
274.656,151723
274.687,173569
274.703,42497
274.734,326486
274.765,173568
274.781,173569
274.812,173568
274.859,282795
274.89,217259
274.906,195413
274.922,173569
274.953,20651
275.0,108032
275.031,129878
275.047,260950
275.078,129878
275.094,108033
275.125,195414
275.156,217259
275.172,151723
275.219,282795
275.25,260950
275.265,129878
275.281,86187
275.312,195414
275.328,173569
275.359,151723
275.39,239105
275.406,217259
275.437,42497
275.453,217259
275.484,173569
275.515,129877
275.531,86187
275.562,260950
275.578,151723
275.609,151723
275.64,260950
275.656,260950
275.687,108033
275.703,129878
275.734,282795
275.765,195413
275.781,151723
275.828,86187
275.844,173569
275.875,260949
275.89,304640
275.937,108033
275.969,173568
276.0,151723
276.015,195414
276.031,260950
276.078,239105
276.094,195414
276.125,239105
276.156,173569
276.172,86187
276.203,217259
276.234,239104
276.25,239104
276.281,217259
276.297,108033
276.328,108033
276.344,282795
276.375,20651
276.406,304640
276.422,129878
276.453,195414
276.484,129878
276.5,260950
276.531,108033
276.547,239105
276.578,217259
276.594,173568
276.625,282795
276.656,20651
276.672,260950
276.703,151723
276.734,217259
276.75,217259
276.781,304641
276.797,260949
276.828,129878
276.875,304640
276.906,108033
276.953,239104
277.0,129878
277.015,108033
277.047,173569
277.094,304641
277.109,370176
277.14,195414
277.156,42496
277.187,304641
277.203,173569
277.234,108033
277.265,195414
277.281,42497
277.312,42496
277.328,217259
277.359,260950
277.39,151723
277.406,129878
277.437,86187
277.453,304641
277.484,129877
277.515,173569
277.531,217259
277.562,129878
277.578,151723
277.609,86187
277.64,86187
277.656,392021
277.687,42497
277.703,151723
277.734,108032
277.765,108033
277.797,20651
277.828,304640
277.859,64341
277.89,108032
277.906,129878
277.937,151723
277.953,260949
277.984,217259
278.015,173569
278.031,195414
278.062,304640
278.078,108032
278.109,217259
278.14,-1194
278.156,64342
278.187,326486
278.203,-23040
278.234,282795
278.265,129878
278.281,173569
278.312,195414
278.328,217259
278.359,64342
278.39,151723
278.406,151723
278.437,326486
278.453,108032
278.484,304641
278.515,326486
278.531,42496
278.562,151723
278.578,64342
278.609,173569
278.625,173568
278.656,195414
278.672,42496
278.703,151723
278.719,348331
278.75,151723
278.765,151723
278.828,42496
278.859,151723
278.89,304640
278.922,129878
278.953,413867
278.984,282795
279.0,260950
279.015,239105
279.047,151723
279.062,239105
279.094,217259
279.109,151723
279.14,151723
279.156,282795
279.172,173568
279.203,129877
279.219,129878
279.25,86187
279.265,217259
279.297,217259
279.312,173568
279.328,151723
279.359,108032
279.375,217259
279.406,326486
279.422,217259
279.562,108033
279.812,173569
279.953,217259
279.969,86187
280.015,129878
280.031,348331
280.047,239104
280.078,64342
280.094,108033
280.109,151723
280.125,304641
280.14,217259
280.187,129878
280.203,42496
280.234,42496
280.25,435712
280.281,282795
280.297,217259
280.328,108033
280.344,173568
280.375,108033
280.39,217259
280.406,260949
280.437,129878
280.453,304641
280.484,239104
280.5,282795
280.515,151723
280.547,173569
280.562,129878
280.594,282795
280.687,413867
280.703,42497
280.719,173569
280.75,86187
280.765,239105
280.781,217259
280.828,86187
280.859,173569
280.875,260950
280.89,260950
280.922,64342
280.953,282795
280.984,173568
281.015,195414
281.031,86187
281.062,173569
281.078,239105
281.109,108033
281.125,239104
281.14,108033
281.172,151723
281.187,260950
281.219,129878
281.234,86187
281.265,260950
281.281,282795
281.297,86187
281.328,108033
281.344,282795
281.375,108032
281.39,217259
281.422,151723
281.437,-1194
281.469,129878
281.484,86187
281.5,151723
281.531,173568
281.547,260949
281.562,-1195
281.656,304640
281.672,108033
281.687,348331
281.719,86187
281.734,151723
281.765,173569
281.781,195414
281.812,86187
281.828,195414
281.859,260950
281.875,173568
281.89,151723
281.922,173569
281.953,64342
281.969,151723
281.984,173568
282.031,195413
282.047,129878
282.094,195414
282.109,282795
282.172,239104
282.187,129878
282.219,151723
282.234,282795
282.25,195414
282.281,239104
282.297,304641
282.312,304640
282.344,64342
282.359,108033
282.39,129878
282.406,108032
282.437,86187
282.453,282795
282.484,151723
282.5,151723
282.515,129878
282.562,151723
282.594,129878
282.609,151723
282.625,151723
282.656,151723
282.672,217259
282.687,108033
282.719,217259
282.734,20651
282.765,64342
282.781,86187
282.812,195414
282.828,86187
282.859,195414
282.875,217259
282.906,64342
282.922,173569
282.969,282795
283.0,86187
283.031,239105
283.062,260950
283.094,129878
283.109,326486
283.125,217259
283.156,20651
283.172,173569
283.203,108033
283.219,282795
283.25,86187
283.265,370177
283.297,239105
283.312,282795
283.344,282795
283.359,239104
283.375,151723
283.406,42497
283.484,129878
283.5,129878
283.531,195414
283.578,217259
283.609,42496
283.625,42497
283.656,64342
283.672,151723
283.844,151723
283.984,217259
284.015,64342
284.047,20651
284.062,304641
284.094,239104
284.109,217259
284.125,108032
284.156,348331
284.172,435713
284.187,239104
284.219,151723
284.234,173569
284.265,239105
284.281,173569
284.312,129878
284.328,348331
284.359,151723
284.406,129878
284.437,129877
284.453,217259
284.469,129878
284.484,173569
284.5,260950
284.547,195414
284.562,326486
284.594,217259
284.609,108032
284.625,239105
284.656,-1194
284.672,129877
284.687,239105
284.719,129878
284.734,42497
284.765,42497
284.781,304641
284.812,260950
284.828,217259
284.859,-1195
284.875,217259
284.906,173569
284.922,195413
284.953,108033
284.969,282795
285.0,195414
285.031,86187
285.047,129878
285.062,173569
285.109,195414
285.14,195413
285.156,108032
285.187,129878
285.203,86187
285.234,129878
285.25,217259
285.281,129878
285.312,217259
285.344,195414
285.359,260950
285.375,86187
285.406,108033
285.422,326485
285.437,42497
285.469,151723
285.484,217259
285.515,129878
285.531,151723
285.562,195414
285.578,86187
285.609,392022
285.625,195414
285.64,64342
285.672,260950
285.687,151723
285.703,195414
285.734,129878
285.75,129877
285.781,195414
285.797,304641
285.828,173568
285.844,129878
285.875,129878
285.89,260950
285.906,151723
285.937,239104
285.953,108032
285.984,304640
286.015,129878
286.047,217259
286.062,151723
286.078,217259
286.094,151723
286.125,129877
286.172,20651
286.187,129878
286.219,173568
286.234,20651
286.265,217259
286.281,217259
286.312,195414
286.328,348331
286.359,151723
286.375,282795
286.39,151723
286.422,151723
286.437,282795
286.453,64342
286.484,173569
286.5,108032
286.531,64342
286.547,239105
286.578,304640
286.594,239104
286.625,282795
286.64,260950
286.656,129878
286.687,64342
286.703,108033
286.734,173568
286.75,239105
286.765,282795
286.797,260950
286.828,20651
286.844,64341
286.859,260950
286.89,20651
286.906,151723
286.922,173569
286.953,108033
286.969,108032
287.0,86187
287.062,129877
287.078,239104
287.094,239105
287.109,173569
287.14,86187
287.156,129878
287.172,195414
287.203,239105
287.219,217259
287.25,129878
287.265,239104
287.297,108033
287.312,195414
287.344,151723
287.359,195414
287.375,195414
287.406,195414
287.422,151723
287.437,-23040
287.469,173568
287.484,173568
287.515,304641
287.547,108033
287.562,64342
287.578,108033
287.594,64342
287.625,-23039
287.656,108033
287.687,348331
287.703,217259
287.734,108033
287.75,260950
287.781,129877
287.797,260949
287.828,326486
287.844,129878
287.859,239105
287.89,195414
287.906,195414
287.922,20651
287.969,86187
288.0,217259
288.031,151723
288.047,108032
288.062,129878
288.078,173569
288.094,42496
288.109,151723
288.156,64342
288.187,217259
288.203,282795
288.219,108032
288.25,42497
288.265,282795
288.281,195413
288.312,108032
288.328,108033
288.359,239104
288.375,195414
288.406,239105
288.422,86187
288.453,151723
288.469,86187
288.484,151723
288.515,304640
288.531,129878
288.547,86187
288.578,108033
288.594,108033
288.625,173568
288.64,129878
288.672,86187
288.687,173569
288.719,151723
288.734,260950
288.75,326486
288.781,86187
288.797,173569
288.812,151723
288.844,217259
288.859,217259
288.89,282795
288.906,173568
288.922,64342
288.953,195414
288.969,129878
289.0,20651
289.031,282795
289.047,239105
289.062,86187
289.078,260950
289.094,326486
289.14,108033
289.156,173569
289.187,173569
289.203,304640
289.234,239104
289.25,108032
289.297,129878
289.328,195414
289.344,173569
289.359,239105
289.39,217259
289.406,108033
289.422,326486
289.453,86187
289.469,108032
289.5,108032
289.515,173569
289.547,173568
289.562,64341
289.594,260949
289.609,195414
289.625,173569
289.656,151723
289.687,86187
289.765,304641
289.781,304640
289.812,239105
289.828,129878
289.859,129878
289.89,282795
289.906,108032
289.937,-66730
289.953,86187
289.969,195414
290.015,304641
290.047,195414
290.062,173568
290.078,304640
290.109,42497
290.14,217259
290.172,-44885
290.203,-1194
290.219,64342
290.234,173569
290.265,260950
290.281,326486
290.297,86187
290.328,173568
290.344,370177
290.375,64342
290.39,64342
290.422,173568
290.437,108032
290.469,173569
290.484,173569
290.5,129878
290.515,239104
290.547,239105
290.594,173568
290.625,86187
290.64,392022
290.672,64342
290.703,129878
290.734,64342
290.75,282795
290.765,217259
290.797,260950
290.812,-1194
290.844,86187
290.875,151723
290.89,173569
290.937,217259
290.984,151723
291.015,86187
291.062,151723
291.078,108033
291.094,-23039
291.125,129878
291.14,282795
291.156,239104
291.172,42496
291.187,304641
291.234,173568
291.265,304640
291.297,20651
291.312,108032
291.328,260950
291.359,129878
291.375,151723
291.39,217259
291.422,129878
291.437,86187
291.453,64342
291.484,151723
291.515,64342
291.531,413867
291.578,326486
291.609,173569
291.625,195414
291.656,173569
291.672,64342
291.687,195414
291.719,239104
291.734,151723
291.765,326486
291.797,304641
291.812,260950
291.844,195414
291.859,173569
291.875,151723
291.906,64342
291.922,42496
291.937,151723
291.969,239105
291.984,282795
292.015,195414
292.047,64342
292.062,108032
292.078,129878
292.125,195414
292.156,195414
292.172,326486
292.187,304641
292.219,304641
292.25,348331
292.265,108033
292.297,86187
292.312,173568
292.344,217259
292.359,173569
292.375,304640
292.406,108033
292.422,282795
292.437,64342
292.484,217259
292.515,195414
292.547,173568
292.562,64342
292.578,151723
292.609,195414
292.64,64342
292.656,173569
292.687,86187
292.703,64342
292.719,173568
292.734,217259
292.765,108033
292.797,195414
292.812,151723
292.844,129878
292.859,129878
292.89,42497
292.906,260949
292.937,151723
292.953,86187
292.984,239104
293.0,217259
293.031,260950
293.062,-1194
293.078,64341
293.109,108033
293.14,-1194
293.172,282795
293.187,195414
293.203,64342
293.234,86187
293.265,108033
293.281,151723
293.312,217259
293.328,129878
293.344,108033
293.375,326486
293.39,151723
293.406,129877
293.437,-66731
293.453,217259
293.484,304640
293.515,-44885
293.547,86187
293.562,217259
293.578,239105
293.609,86187
293.64,217259
293.656,239105
293.687,86187
293.703,108033
293.719,173569
293.734,129878
293.765,217259
293.797,217259
293.828,260949
293.859,304640
293.875,173568
293.89,108033
293.922,64342
293.937,239105
293.953,42497
293.984,239104
294.0,195414
294.015,-1194
294.047,282795
294.078,108033
294.125,239104
294.14,64342
294.156,173569
294.203,195414
294.234,86187
294.265,304640
294.281,151723
294.297,217259
294.312,195414
294.328,129878
294.359,64341
294.39,151723
294.406,129878
294.422,86187
294.437,217259
294.453,173569
294.5,217259
294.531,195413
294.562,86187
294.594,64342
294.625,173568
294.656,370177
294.703,108032
294.719,151723
294.75,151723
294.765,217259
294.781,64342
294.812,64341
294.828,-23040
294.859,370176
294.875,86187
294.89,64342
294.922,282795
294.937,151723
294.953,348331
295.0,217259
295.031,151723
295.078,64342
295.125,239105
295.14,108032
295.172,217259
295.187,173569
295.203,64342
295.219,108033
295.25,195413
295.265,217259
295.297,260950
295.312,239104
295.328,108032
295.359,86187
295.375,64342
295.39,64342
295.406,217259
295.453,129878
295.469,129878
295.484,151723
295.515,42497
295.562,173569
295.578,326486
295.594,64342
295.609,129878
295.64,-44885
295.656,86187
295.672,392022
295.687,64342
295.734,173569
295.765,108032
295.797,217259
295.828,151723
295.844,129878
295.859,217259
295.875,129878
295.906,-1194
295.922,129878
295.937,195414
295.953,-1194
295.984,42496
296.015,195413
296.047,217259
296.078,239105
296.125,-1195
296.14,42496
296.172,86187
296.187,129878
296.234,282795
296.265,42496
296.297,20651
296.344,260949
296.375,282795
296.39,260950
296.406,129878
296.437,108033
296.453,86187
296.469,457558
296.484,86187
296.515,173569
296.531,108032
296.547,86187
296.562,195413
296.609,86187
296.64,217259
296.672,217259
296.703,151723
296.719,108032
296.734,129878
296.75,173569
296.781,217259
296.797,173568
296.812,151723
296.844,108032
296.875,195414
296.89,86187
296.969,151723
296.984,217259
297.015,64342
297.031,-1195
297.047,151723
297.094,20651
297.125,173568
297.14,195413
297.156,282795
297.203,129878
297.234,195414
297.25,151723
297.281,151723
297.328,195414
297.359,86187
297.39,108032
297.422,20651
297.437,108033
297.469,42496
297.5,86187
297.515,151723
297.547,129877
297.562,129878
297.594,129878
297.64,129878
297.672,129878
297.703,108033
297.719,195413
297.75,217259
297.781,42497
297.797,239104
297.828,217259
297.844,129877
297.89,20651
297.922,217259
297.937,304641
297.969,108032
297.984,195414
298.015,282795
298.047,108032
298.062,173569
298.094,173569
298.125,195413
298.156,151723
298.172,217259
298.219,217259
298.25,195414
298.265,20651
298.297,173569
298.312,108033
298.344,108033
298.359,304640
298.39,282795
298.422,173568
298.437,108032
298.469,151723
298.5,217259
298.515,282795
298.547,151723
298.594,239105
298.625,151723
298.656,282795
298.672,195414
298.703,326486
298.719,86187
298.781,239105
298.797,129878
298.828,20651
298.844,195414
298.859,64342
298.89,129878
298.922,129878
298.937,151723
298.969,64342
299.0,151723
299.015,173569
299.047,129877
299.062,108033
299.109,20651
299.156,108032
299.172,20651
299.187,282795
299.219,108033
299.25,64342
299.281,151723
299.312,42497
299.328,108032
299.375,129878
299.422,151723
299.453,129877
299.469,86187
299.5,195414
299.531,108033
299.547,129878
299.578,239104
299.594,20651
299.625,239105
299.656,20651
299.703,151723
299.719,151723
299.75,304641
299.765,195413
299.797,86187
299.812,348331
299.844,20651
299.875,239104
299.89,86187
299.922,173568
299.937,151723
299.969,151723
299.984,217259
300.015,260950
300.047,217259
300.062,392022
300.078,86187
300.125,370177
300.156,-23040
300.172,217259
300.203,108032
300.234,195413
300.25,108032
300.281,64342
300.297,217259
300.312,86187
300.344,151723
300.39,108032
300.406,217259
300.437,108033
300.453,86187
300.484,260950
300.515,304640
300.531,435713
300.562,217259
300.578,108032
300.625,86187
300.64,326486
300.687,129878
300.703,260950
300.734,20651
300.765,64342
300.781,86187
300.812,129878
300.859,195414
300.875,151723
300.906,217259
300.922,-44885
300.969,217259
300.984,129878
301.031,64342
301.047,239104
301.062,86187
301.078,326486
301.109,282795
301.156,108032
301.187,173569
301.219,195414
301.25,260950
301.265,282795
301.297,151723
301.312,260950
301.344,129878
301.359,-23039
301.39,108033
301.422,239105
301.437,129878
301.515,239105
301.531,108033
301.562,173568
301.578,217259
301.625,20651
301.64,42496
301.672,195414
301.687,304640
301.734,108033
301.75,64342
301.797,195414
301.812,217259
301.859,239104
301.875,86187
301.906,86187
301.922,282795
301.969,86187
301.984,86187
302.031,129878
302.047,108033
302.062,217259
302.109,86187
302.125,195414
302.187,129878
302.203,260950
302.25,217259
302.265,-1195
302.312,86187
302.328,173568
302.344,217259
302.375,173568
302.406,217259
302.437,239105
302.453,217259
302.484,151723
302.515,108032
302.531,260950
302.562,217259
302.578,195414
302.609,129878
302.64,195414
302.656,-23040
302.687,86187
302.703,260950
302.734,20651
302.765,129878
302.781,304641
302.812,20651
302.828,151723
302.859,282795
302.89,129878
302.906,86187
302.937,217259
302.953,108033
302.984,42496
303.015,129878
303.031,20651
303.062,151723
303.078,151723
303.125,64342
303.156,260950
303.172,370177
303.187,282795
303.219,86187
303.25,173569
303.265,42496
303.312,108032
303.328,108032
303.359,151723
303.39,-1194
303.406,64342
303.437,195414
303.453,239105
303.484,151723
303.5,239105
303.531,217259
303.562,108032
303.578,108032
303.594,64342
303.625,151723
303.64,20651
303.672,86187
303.687,282795
303.719,64342
303.734,42497
303.765,195414
303.781,129877
303.797,239104
303.828,151723
303.844,217259
303.875,86187
303.89,217259
303.906,217259
303.937,326486
303.953,86187
303.984,304641
304.0,195414
304.031,260950
304.047,217259
304.062,108033
304.094,195414
304.125,239105
304.14,151723
304.156,86187
304.25,86187
304.265,282795
304.297,20651
304.328,217259
304.344,64341
304.39,42496
304.406,260950
304.422,217259
304.453,195414
304.469,86187
304.5,304640
304.515,151723
304.547,20651
304.562,173569
304.609,260950
304.64,42496
304.656,129878
304.687,173569
304.703,195414
304.719,173568
304.75,86187
304.765,108032
304.797,239104
304.812,42496
304.844,195414
304.859,195414
304.89,20651
304.906,282795
304.922,239105
304.953,42496
304.969,20651
305.015,195414
305.031,173568
305.047,108032
305.078,173568
305.094,42496
305.125,42496
305.187,129878
305.219,239105
305.234,151723
305.25,195414
305.281,86187
305.312,129878
305.344,239105
305.359,108033
305.39,108032
305.406,129878
305.422,239105
305.453,64342
305.469,20651
305.5,173569
305.515,173568
305.531,-1194
305.578,326486
305.594,86187
305.64,129878
305.672,42497
305.687,217259
305.719,173568
305.734,86187
305.765,42496
305.781,195414
305.812,151723
305.828,108032
305.859,-1194
305.875,42497
305.906,239105
305.922,64342
305.953,239105
305.969,195414
306.015,-1194
306.031,20651
306.062,108033
306.078,151723
306.109,304641
306.14,239104
306.156,86187
306.187,217259
306.203,108032
306.234,173569
306.265,129878
306.281,304641
306.344,129878
306.359,304641
306.39,217259
306.406,239104
306.437,129877
306.453,86187
306.484,108033
306.5,64342
306.515,42497
306.547,64342
306.562,-1195
306.594,217259
306.625,151723
306.64,151723
306.656,108032
306.703,129878
306.719,239105
306.75,64342
306.765,86187
306.781,217259
306.812,129878
306.828,195414
306.844,282795
306.875,217259
306.89,151723
306.922,129877
306.953,42496
306.984,195414
307.0,239105
307.031,195413
307.047,239105
307.062,151723
307.094,108032
307.109,42497
307.14,151723
307.172,151723
307.187,151723
307.203,108033
307.25,20651
307.281,42496
307.297,195414
307.328,108032
307.344,64342
307.375,151723
307.39,217259
307.422,108033
307.437,260950
307.5,86187
307.531,195414
307.547,195413
307.594,151723
307.625,195414
307.64,108033
307.672,173569
307.687,260950
307.703,260949
307.734,-1194
307.75,86187
307.781,-44885
307.828,282795
307.844,151723
307.859,173568
307.89,173569
307.906,260950
307.937,239104
307.969,108033
307.984,151723
308.0,129877
308.031,195414
308.047,64342
308.062,108032
308.094,108032
308.109,304641
308.14,217259
308.172,151723
308.187,195414
308.203,108032
308.219,151723
308.234,108033
308.265,239104
308.297,173568
308.312,282795
308.344,195414
308.359,304641
308.39,86187
308.406,173569
308.437,86187
308.453,239104
308.484,151723
308.5,282795
308.515,173569
308.547,260950
308.562,-44885
308.594,151723
308.625,129878
308.64,108032
308.656,86187
308.687,217259
308.719,64342
308.765,173569
308.781,151723
308.797,348331
308.828,173568
308.844,129878
308.875,20651
308.89,108033
308.937,239105
308.953,304640
308.984,86187
309.0,86187
309.015,173569
309.047,217259
309.062,86187
309.078,195414
309.109,239104
309.125,326486
309.156,108033
309.203,173569
309.219,108033
309.25,217259
309.265,42496
309.297,326486
309.312,195414
309.344,108032
309.359,173568
309.39,173569
309.406,173568
309.422,217259
309.453,195414
309.469,129878
309.5,151723
309.515,129878
309.547,326486
309.578,129878
309.594,239105
309.625,129878
309.64,195414
309.703,217259
309.719,217259
309.734,173569
309.781,86187
309.812,282795
309.828,173569
309.859,348331
309.875,195414
309.906,108032
309.922,239104
309.953,239104
309.969,129878
310.0,392022
310.015,151723
310.031,151723
310.062,173569
310.078,173569
310.094,108033
310.125,260950
310.14,-1194
310.172,86187
310.219,86187
310.265,151723
310.281,260950
310.297,129878
310.328,-1194
310.344,108033
310.375,282795
310.39,129878
310.406,173569
310.422,173568
310.469,64342
310.5,217259
310.515,173568
310.547,129878
310.578,217259
310.64,260950
310.656,304640
310.672,195414
310.703,260950
310.734,195414
310.75,217259
310.781,151723
310.797,151723
310.859,260950
310.89,173569
310.906,195414
310.937,392022
310.953,64341
310.969,195414
311.0,151723
311.031,86187
311.047,173569
311.078,151723
311.094,64342
311.125,195414
311.14,-1194
311.187,64342
311.219,86187
311.234,42497
311.25,195414
311.265,260949
311.281,173569
311.312,64342
311.344,217259
311.359,108032
311.406,239104
311.437,42496
311.453,173569
311.469,195414
311.5,-1194
311.531,151723
311.594,64342
311.609,173569
311.625,195414
311.656,86187
311.672,239105
311.703,239104
311.719,42496
311.75,64341
311.765,42496
311.797,108033
311.828,195413
311.844,195414
311.859,173569
311.89,239105
311.906,20651
311.922,173569
311.953,129878
311.969,217259
312.0,86187
312.015,173568
312.047,239105
312.062,304641
312.094,20651
312.109,173569
312.125,129878
312.14,326486
312.187,173569
312.203,129878
312.219,260949
312.25,129878
312.281,151723
312.297,129878
312.328,86187
312.344,195414
312.359,239104
312.39,151723
312.406,239104
312.422,151723
312.453,239105
312.469,151723
312.531,239104
312.562,282795
312.578,64342
312.594,108032
312.625,195414
312.656,195414
312.672,151723
312.703,20651
312.719,195414
312.75,239104
312.765,64341
312.797,108033
312.812,129877
312.844,108032
312.859,151723
312.875,348331
312.906,108033
312.922,20651
312.937,64342
312.969,151723
312.984,-1194
313.015,64342
313.047,-23040
313.062,304641
313.078,20651
313.094,260950
313.109,42496
313.125,195414
313.187,20651
313.203,282795
313.219,195414
313.25,-88575
313.281,151723
313.297,151723
313.328,151723
313.344,239104
313.375,392022
313.406,20651
313.422,108032
313.484,260950
313.5,260949
313.531,86187
313.547,217259
313.578,195414
313.594,173569
313.625,195414
313.64,64342
313.672,86187
313.687,108033
313.719,326486
313.734,42496
313.75,217259
313.781,64342
313.797,173568
313.844,42497
313.859,217259
313.89,129877
313.906,195414
313.922,392022
313.953,129878
313.969,151723
314.0,129877
314.015,173569
314.047,64342
314.062,239104
314.078,108032
314.094,239104
314.125,151723
314.156,151723
314.172,20651
314.203,217259
314.219,42496
314.234,86187
314.281,64342
314.297,151723
314.328,108032
314.344,173569
314.375,42496
314.422,173569
314.453,195414
314.469,42496
314.515,173569
314.562,129878
314.578,304641
314.609,173568
314.64,86187
314.656,20651
314.687,173569
314.703,304641
314.734,20651
314.765,195414
314.781,217259
314.812,42496
314.828,195414
314.859,151723
314.875,370177
314.89,20651
314.937,129878
314.953,304640
314.984,282795
315.0,86187
315.015,239105
315.047,-23040
315.062,304640
315.078,108033
315.109,64342
315.14,260949
315.156,151723
315.203,86187
315.234,129878
315.25,86187
315.281,151723
315.297,173569
315.312,173568
315.344,173568
315.359,239105
315.39,-23039
315.406,151723
315.437,108032
315.484,129878
315.5,64341
315.531,151723
315.547,195413
315.562,108033
315.594,108033
315.609,108033
315.64,-1194
315.656,195414
315.687,260950
315.703,129878
315.734,108033
315.75,173569
315.781,108033
315.812,86187
315.844,282795
315.859,129878
315.875,173568
315.906,151723
315.922,86187
315.937,64342
315.969,173568
315.984,195414
316.015,239105
316.031,260950
316.047,151723
316.094,108033
316.109,86187
316.14,108033
316.156,86187
316.172,173568
316.265,108033
316.281,173569
316.297,151723
316.328,217259
316.344,129878
316.375,42496
316.39,304641
316.406,-1194
316.437,326486
316.453,129877
316.484,129878
316.5,42496
316.531,239105
316.547,108033
316.562,108032
316.609,195414
316.64,108033
316.672,86187
316.687,260950
316.703,86187
316.719,151723
316.734,129877
316.781,195414
316.797,217259
316.828,195414
316.844,195414
316.859,64342
316.875,-23039
316.906,86187
316.937,151723
316.969,173568
317.0,239104
317.015,86187
317.031,129878
317.062,173569
317.078,108033
317.094,239105
317.234,129878
317.265,129878
317.281,173568
317.312,129878
317.328,108033
317.344,260950
317.375,86187
317.406,282795
317.422,108033
317.453,282795
317.469,239104
317.484,151723
317.515,304640
317.531,42496
317.547,326486
317.578,151723
317.594,86187
317.625,260950
317.656,217259
317.672,108033
317.687,20651
317.719,151723
317.75,108032
317.765,-1194
317.781,42496
317.812,42496
317.844,151723
317.859,173568
317.89,129878
317.937,108033
317.969,129878
317.984,173568
318.015,370177
318.047,86187
318.078,86187
318.109,129878
318.14,64342
318.156,173568
318.172,239104
318.234,151723
318.265,239105
318.297,129878
318.344,129878
318.375,239105
318.406,195414
318.422,173569
318.453,64342
318.5,151723
318.531,108032
318.547,151723
318.562,195414
318.594,129878
318.64,42497
318.687,239105
318.719,151723
318.75,151723
318.797,239104
318.828,217259
318.844,129877
318.875,173568
318.906,42496
318.937,42496
319.0,304641
319.047,173568
319.078,129878
319.125,260950
319.14,239104
319.156,173568
319.203,108032
319.234,86187
319.281,217259
319.312,86187
319.344,20651
319.39,195414
319.422,129877
319.453,-1194
319.469,173569
319.5,42496
319.547,217259
319.578,260949
319.594,64342
319.625,173568
319.656,86187
319.687,42497
319.734,195414
319.765,260950
319.797,20651
319.844,151723
319.875,217259
319.89,86187
319.906,64342
319.937,195414
319.984,86187
320.015,151723
320.062,42496
320.094,151723
320.14,20651
320.156,151723
320.187,239105
320.219,239104
320.281,20651
320.312,151723
320.344,108032
320.359,151723
320.375,260949
320.406,108033
320.453,217259
320.5,195414
320.531,129878
320.562,108033
320.609,195414
320.64,151723
320.672,64342
320.719,151723
320.75,260950
320.781,173569
320.828,108032
320.859,86187
320.89,108033
320.937,151723
320.969,195413
321.015,260950
321.047,151723
321.078,239105
321.109,42497
321.125,108033
321.172,173568
321.203,217259
321.219,20651
321.25,239104
321.312,239105
321.328,64342
321.375,195414
321.406,282795
321.453,173569
321.484,42497
321.531,129878
321.562,-1194
321.609,239104
321.625,129878
321.672,-23039
321.703,108033
321.75,-66730
321.781,129878
321.812,282795
321.859,86187
321.89,195414
321.922,217259
321.969,108033
322.0,151723
322.047,195414
322.078,195414
322.125,173568
322.14,239104
322.172,217259
322.219,64342
322.25,86187
322.281,86187
322.344,151723
322.359,-1195
322.406,151723
322.437,195414
322.484,304640
322.515,108033
322.547,86187
322.594,86187
322.609,20651
322.64,20651
322.687,108033
322.719,282795
322.75,239105
322.797,108033
322.828,129877
322.875,173568
322.906,304641
322.937,108033
322.984,129878
323.015,108032
323.047,108033
323.094,108032
323.109,260950
323.125,173569
323.172,129878
323.203,-66730
323.234,86187
323.281,64342
323.328,86187
323.39,108033
323.406,151723
323.437,20651
323.484,20651
323.515,195414
323.547,129878
323.578,282795
323.625,217259
323.656,129878
323.703,129878
323.734,195414
323.781,64341
323.812,86187
323.859,64342
323.875,86187
323.922,108032
323.969,108032
324.0,282795
324.031,173569
324.078,42496
324.094,129878
324.125,108032
324.14,217259
324.187,173569
324.234,217259
324.265,151723
324.297,129878
324.328,260949
324.359,151723
324.406,173568
324.437,129878
324.453,86187
324.469,108032
324.5,129878
324.515,195414
324.547,217259
324.562,173568
324.578,173569
324.594,108033
324.625,239105
324.64,108033
324.672,42496
324.687,20651
324.703,42496
324.719,348331
324.75,86187
324.765,86187
324.797,195414
324.812,239105
324.828,108032
324.844,173569
324.875,129877
324.89,-44885
324.922,195414
324.937,173568
324.953,108032
324.969,64342
325.0,173568
325.015,129878
325.047,86187
325.062,42496
325.078,64342
325.094,151723
325.125,64342
325.14,151723
325.172,217259
325.187,239105
325.203,42497
325.219,151723
325.25,151723
325.265,108033
325.281,108032
325.297,42496
325.328,413867
325.359,86187
325.39,108033
325.406,64342
325.422,195413
325.437,64342
325.469,217259
325.515,217259
325.531,42497
325.547,151723
325.578,195413
325.594,129877
325.609,-1194
325.625,151723
325.656,195414
325.672,129878
325.703,42497
325.719,108033
