Time,Total
551.047,-23039
551.078,-44885
551.109,-44885
551.14,86187
551.156,20651
551.187,42497
551.203,-66730
551.25,86187
551.281,-88575
551.297,173568
551.312,-88575
551.328,173568
551.344,86187
551.375,-23040
551.406,86187
551.453,86187
551.484,173568
551.515,42497
551.531,108033
551.547,129877
551.578,42497
551.625,-44885
551.656,20651
551.703,151723
551.734,129877
551.765,-23039
551.797,86187
551.828,86187
551.875,-44885
551.906,108033
551.937,20651
551.969,173569
552.015,151723
552.047,64342
552.078,108032
552.109,20651
552.156,108033
552.187,195413
552.219,108033
552.25,64341
552.297,173568
552.328,-1194
552.344,42497
552.375,20651
552.406,86187
552.437,86187
552.484,42496
552.515,42497
552.547,86187
552.578,108033
552.625,42496
552.656,-1194
552.687,-44885
552.719,151723
552.765,-44885
552.797,129878
552.828,42497
552.859,-23040
552.906,64342
552.937,129878
552.969,64342
553.0,129877
553.062,173568
553.078,42496
553.109,108033
553.14,-23040
553.187,42497
553.25,-44885
553.297,108032
553.312,129878
553.344,-1194
553.39,86187
553.422,129877
553.453,-1194
553.5,129878
553.531,-23040
553.578,-1194
553.594,-1194
553.625,195414
553.656,129878
553.703,64342
553.734,64342
553.765,-44885
553.812,64342
553.828,195414
553.875,108032
553.906,108033
553.953,86187
553.984,20651
554.015,-23039
554.031,-23039
554.078,64341
554.14,64342
554.156,108032
554.187,42496
554.234,64342
554.265,42497
554.297,-23040
554.328,129878
554.344,20651
554.375,86187
554.39,108033
554.422,20651
554.469,42496
554.515,86187
554.547,195413
554.578,20651
554.625,-1195
554.64,129878
554.687,-1194
554.719,86187
554.75,129877
554.797,-44885
554.828,-1195
554.859,20651
554.89,20651
554.937,-1194
554.953,64342
554.984,86187
555.015,-44885
555.047,195414
555.062,-1194
555.109,217259
555.14,20651
555.172,20651
555.203,217259
555.234,64342
555.265,129878
555.297,20651
555.312,-1194
555.328,20651
555.359,20651
555.39,-88575
555.437,86187
555.469,-1194
555.5,20651
555.531,-88576
555.578,108032
555.609,86187
555.64,-44885
555.672,42497
555.719,129878
555.75,-1194
555.765,20651
555.797,64342
555.844,20651
555.875,64342
555.89,108032
555.937,42496
555.969,42497
556.0,-1194
556.031,326486
556.078,-23039
556.094,-1194
556.125,129877
556.156,20651
556.187,64341
556.219,64341
556.265,20651
556.297,42496
556.328,-1194
556.359,64341
556.375,108033
556.39,129878
556.406,64342
556.437,86187
556.469,42497
556.5,-66730
556.531,86187
556.562,20651
556.609,-23040
556.656,-1194
556.687,64341
556.703,-23040
556.75,-1194
556.781,108033
556.797,-1195
556.812,195414
556.844,42497
556.875,64342
556.922,86187
556.953,42497
556.984,64342
557.015,42496
557.047,42497
557.094,64342
557.14,173569
557.172,-23040
557.203,108032
557.234,86187
557.265,64342
557.297,42496
557.312,42496
557.328,129878
557.359,86187
557.375,-23040
557.39,173568
557.406,129878
557.437,42496
557.469,64342
557.5,129877
557.531,20651
557.578,64342
557.594,129878
557.625,20651
557.656,86187
557.687,86187
557.719,151723
557.75,-1194
557.781,-1194
557.812,173569
557.859,-23040
557.89,42496
557.906,-23040
557.937,64342
557.984,20651
558.0,64342
558.031,42497
558.078,108033
558.109,20651
558.14,195414
558.156,173568
558.187,108033
558.234,20651
558.265,151723
558.297,151723
558.328,260950
558.344,20651
558.359,42496
558.406,151723
558.437,-23040
558.469,20651
558.5,64342
558.531,-66730
558.547,86187
558.562,108033
558.609,42496
558.64,20651
558.672,20651
558.703,20651
558.734,42496
558.765,129878
558.797,64342
558.812,86187
558.859,108033
558.89,-1194
558.922,151723
558.953,86187
558.969,151723
559.015,86187
559.047,42497
559.078,86187
559.125,129878
559.156,86187
559.203,-1194
559.234,86187
559.265,86187
559.281,129877
559.312,-23039
559.344,-23039
559.359,86187
559.453,42496
559.469,-23040
559.484,108033
559.515,173569
559.562,86187
559.578,64342
559.609,-23040
559.64,86187
559.672,86187
559.719,64342
559.734,20651
559.765,64342
559.812,42497
559.828,20651
559.859,-44885
559.89,64342
559.922,-23040
559.969,86187
559.984,86187
560.015,42496
560.062,217259
560.078,-23039
560.14,42497
560.172,-23039
560.203,239104
560.234,108032
560.265,108033
560.297,-44885
560.328,151723
560.359,64341
560.375,-44885
560.39,64342
560.406,173569
560.453,64342
560.484,64342
560.515,86187
560.562,64342
560.578,151723
560.609,108032
560.64,108032
560.672,151723
560.687,108033
560.719,64342
560.75,129878
560.781,42497
560.797,86187
560.828,-1194
560.875,129878
560.89,108033
560.922,64341
560.969,129878
560.984,260950
561.015,108033
561.047,86187
561.078,64342
561.14,42496
561.172,-1194
561.203,42496
561.234,20651
561.281,-23039
561.312,20651
561.344,42497
561.359,-1194
561.375,-1194
561.422,20651
561.453,-23040
561.469,108033
561.5,195414
561.531,108033
561.562,173568
561.594,20651
561.625,-23039
561.656,64342
561.703,129878
561.719,108033
561.75,-1194
561.781,64342
561.812,64342
561.844,108032
561.875,20651
561.906,42497
561.922,-23039
561.953,129878
562.0,20651
562.015,129877
562.047,64341
562.094,-23040
562.14,-1194
562.156,20651
562.187,42497
562.234,86187
562.265,20651
562.297,86187
562.328,-88576
562.359,20651
562.375,129877
562.406,108033
562.437,-1194
562.453,-1195
562.484,-44885
562.515,151723
562.547,195414
562.578,195414
562.625,-1195
562.656,129878
562.687,20651
562.734,-44885
562.75,108032
562.781,42496
562.828,-66730
562.844,108033
562.875,129878
562.906,42497
562.969,86187
562.984,108033
563.0,42497
563.031,64342
563.078,151723
563.109,42496
563.156,-66730
563.172,20651
563.219,108033
563.25,42496
563.281,108032
563.312,64341
563.359,151723
563.375,64342
563.406,108032
563.422,173569
563.437,20651
563.484,20651
563.5,42497
563.531,42496
563.578,-1194
563.609,108033
563.656,108033
563.687,20651
563.734,42497
563.765,42496
563.797,20651
563.828,108033
563.875,151723
563.906,42497
563.937,42497
563.953,151723
564.0,-44885
564.015,-1194
564.047,129877
564.094,195414
564.125,86187
564.172,64342
564.187,129878
564.234,108032
564.265,129878
564.297,151723
564.328,108033
564.375,42496
564.39,151723
564.422,86187
564.437,64342
564.484,-44885
564.515,151723
564.547,108033
564.578,-23039
564.609,108032
564.656,64342
564.687,64342
564.703,42497
564.75,20651
564.781,129878
564.828,20651
564.859,129878
564.89,151723
564.922,86187
564.969,86187
565.0,20651
565.031,195414
565.062,-66730
565.109,-23039
565.14,-44885
565.187,108032
565.203,173568
565.25,-1195
565.281,86187
565.312,151723
565.328,-66730
565.359,108032
565.375,-23040
565.39,42496
565.406,86187
565.453,108033
565.484,108033
565.515,108032
565.578,20651
565.609,151723
565.625,86187
565.656,108032
565.687,86187
565.703,151723
565.719,195414
565.75,-44885
565.781,20651
565.828,20651
565.859,-66730
565.89,108033
565.937,129878
565.969,64342
566.0,-23040
566.031,20651
566.062,42496
566.109,64342
566.14,-1195
566.187,217259
566.203,64342
566.25,173568
566.281,42497
566.328,20651
566.344,129878
566.375,20651
566.406,151723
566.453,173569
566.5,64342
566.531,64342
566.547,-1194
566.562,195414
566.609,86187
566.64,42496
566.687,86187
566.719,-1194
566.75,42497
566.781,20651
566.828,129878
566.859,-1194
566.89,151723
566.922,129878
566.969,20651
567.0,64342
567.031,129878
567.062,-23040
567.109,20651
567.14,42496
567.187,151723
567.203,195413
567.25,42497
567.281,64342
567.312,108032
567.328,-1194
567.344,64342
567.406,173568
567.453,-23040
567.484,64342
567.515,86187
567.547,42497
567.594,64342
567.625,108033
567.656,64342
567.687,20651
567.734,173569
567.765,108032
567.797,20651
567.828,-1194
567.875,-1194
567.906,129878
567.937,-23040
567.984,129878
568.015,129877
568.047,108033
568.078,-44885
568.125,151723
568.156,108033
568.203,64342
568.219,129878
568.265,217259
568.312,-66730
568.328,42497
568.39,-23039
568.422,64342
568.469,42496
568.5,42497
568.531,86187
568.578,42497
568.609,86187
568.64,173569
568.672,42497
568.719,129878
568.75,64342
568.781,-23040
568.812,64341
568.859,42497
568.89,-1195
568.922,64342
568.953,173568
569.0,108032
569.031,64342
569.062,64342
569.109,173569
569.14,20651
569.172,151723
569.219,260950
569.25,42496
569.281,-66730
569.328,129878
569.344,-1194
569.375,86187
569.422,173568
569.453,151723
569.484,42497
569.515,20651
569.562,151723
569.609,86187
569.64,-44885
569.672,151723
569.703,20651
569.734,-1194
569.781,20651
569.812,151723
569.844,20651
569.875,86187
569.922,173568
569.953,64342
570.0,173569
570.031,173569
570.078,129878
570.109,20651
570.14,173568
570.172,64341
570.234,64342
570.25,20651
570.281,-1195
570.328,20651
570.344,-23039
570.359,86187
570.375,108032
570.422,-1194
570.453,64342
570.5,42496
570.531,42497
570.562,151723
570.594,129878
570.64,86187
570.672,64342
570.687,64342
570.703,173569
570.765,42496
570.797,86187
570.859,-1194
570.89,42497
570.922,64342
570.969,108033
571.0,108032
571.031,-1194
571.062,108033
571.109,42496
571.14,108033
571.172,129878
571.234,20651
571.25,86187
571.281,173569
571.328,86187
571.375,86187
571.406,-88575
571.422,108032
571.484,108033
571.515,20651
571.562,-44885
571.594,64342
571.625,151723
571.656,86187
571.687,195414
571.719,108033
571.765,108032
571.797,-1194
571.828,-44885
571.859,-23039
571.89,-66730
571.922,129878
571.969,-1194
572.0,20651
572.031,-66731
572.062,-23039
572.094,64342
572.125,151723
572.156,42497
572.187,20651
572.234,86187
572.265,108033
572.297,129878
572.328,-44885
572.359,217259
572.375,86187
572.437,108033
572.469,20651
572.5,20651
572.531,-66731
572.578,64342
572.625,173569
572.656,108033
572.687,64342
572.719,-1194
572.75,64342
572.781,108032
572.828,86187
572.859,151723
572.875,173569
572.906,64342
572.937,-23039
572.969,-1194
573.0,129878
573.031,42497
573.062,64341
573.094,129878
573.125,64342
573.156,20651
573.172,86187
573.203,-23039
573.265,217259
573.281,-1194
573.297,86187
573.328,151723
573.359,64341
573.375,108033
573.437,129877
573.469,64342
573.5,86187
573.531,151723
573.562,108032
573.594,64342
573.625,-44885
573.64,108032
573.672,-1194
573.703,260949
573.734,20651
573.765,20651
573.797,42497
573.828,20651
573.859,-66730
573.875,86187
573.906,129878
573.937,42496
573.969,20651
574.0,42497
574.031,-66730
574.047,-23040
574.078,217259
574.109,86187
574.14,42496
574.172,64342
574.203,86187
574.234,-44885
574.265,-1195
574.297,108033
574.328,20651
574.344,42496
574.359,-66730
574.39,129877
574.437,64342
574.469,86187
574.5,20651
574.531,-1194
574.562,42496
574.594,64342
574.625,86187
574.64,64341
574.672,-1195
574.703,-23040
574.734,-44885
574.765,-1195
574.797,42497
574.828,64342
574.859,42496
574.875,-1194
574.906,-23040
574.937,-88576
574.969,-1194
575.0,-1194
575.031,64342
575.047,64342
575.078,-23040
575.109,108032
575.14,-1195
575.172,86187
575.187,20651
575.219,195414
575.25,108032
575.281,20651
575.312,173568
575.328,108032
575.359,173569
575.375,129878
575.422,108032
575.453,108033
575.484,129878
575.5,64342
575.531,217259
575.562,20651
575.594,-1194
575.625,151723
575.64,64341
575.687,108031
575.719,195414
575.75,-44885
575.781,-23039
575.812,20651
575.844,20651
575.875,108033
575.89,42496
575.922,108033
575.953,-1194
575.984,-23039
576.015,-23039
576.047,86187
576.062,42496
576.094,20651
576.125,42496
576.156,-23039
576.187,108032
576.219,-88576
576.25,42497
576.265,-1194
576.312,-1195
576.344,-1194
576.359,42496
576.375,64342
576.422,64342
576.453,20651
576.484,195414
576.5,20651
576.531,-23039
576.562,86187
576.594,151723
576.625,129878
576.656,86187
576.703,86187
576.734,-1194
576.765,-1194
576.797,86187
576.828,-23039
576.859,86187
576.89,173568
576.953,-1194
577.0,42496
577.031,42496
577.062,-44885
577.094,42496
577.125,86187
577.156,86187
577.187,42497
577.234,108033
577.265,151723
577.281,86187
577.328,173568
577.344,20651
577.406,151723
577.422,42496
577.453,64341
577.5,151723
577.531,151723
577.547,-1194
577.578,-1194
577.625,129877
577.656,42497
577.687,42497
577.719,108032
577.75,173568
577.781,108032
577.828,64342
577.844,-23039
577.89,86187
577.922,-66730
577.953,64342
577.984,64342
578.015,217259
578.047,42497
578.078,-66730
578.125,86187
578.156,129878
578.187,108033
578.219,42497
578.25,20651
578.281,217259
578.297,-23039
578.359,20651
578.375,173568
578.39,129878
578.406,20651
578.484,86187
578.515,108033
578.547,-1195
578.594,64342
578.625,-44885
578.656,86187
578.687,-1194
578.719,42497
578.765,64342
578.828,-66730
578.875,108033
578.906,64342
578.937,-44885
578.953,129878
579.0,42497
579.031,151723
579.062,86187
579.078,20651
579.125,-1195
579.156,64342
579.187,20651
579.219,64342
579.25,108033
579.281,-23039
579.312,42496
579.375,42496
579.39,64342
579.422,86187
579.469,86187
579.5,129878
579.531,-44885
579.594,-23039
579.625,42496
579.656,42496
579.687,129878
579.719,64342
579.75,42496
579.781,129878
579.812,-1194
579.859,20651
579.89,151723
579.922,-1195
579.953,195414
579.984,86187
580.015,20651
580.047,151723
580.078,129878
580.125,-23039
580.156,86187
580.172,86187
580.203,64341
580.25,86187
580.281,20651
580.297,-23040
580.328,86187
580.359,108033
580.422,86187
580.453,108033
580.484,86187
580.515,129878
580.547,129878
580.578,151723
580.609,-1194
580.625,-1194
580.64,-66730
580.672,86187
580.687,-1194
580.734,260950
580.765,173568
580.797,64341
580.844,129878
580.875,-1194
580.906,151723
580.937,-23039
580.969,-1194
581.0,-23039
581.031,86187
581.062,20651
581.109,64341
581.14,42497
581.172,129878
581.203,-23040
581.219,20651
581.265,20651
581.297,42496
581.359,20651
581.375,64341
581.406,-23040
581.453,-1194
581.484,20651
581.515,64342
581.531,20651
581.562,151723
581.594,64342
581.625,86187
581.656,64341
581.703,-23039
581.734,151723
581.765,-1194
581.797,42497
581.812,129878
581.859,-1194
581.89,64342
581.922,151723
581.937,-23039
581.984,20651
582.015,217259
582.047,86187
582.078,-44885
582.109,42497
582.14,-23039
582.172,-23040
582.219,-23040
582.25,42497
582.281,42496
582.312,129878
582.344,-66731
582.375,-23040
582.39,-66730
582.437,86187
582.469,108033
582.515,129878
582.531,217259
582.547,20651
582.594,108032
582.625,108033
582.672,64342
582.687,86187
582.719,42496
582.75,108032
582.781,86187
582.812,20651
582.859,151723
582.89,108032
582.922,-1194
582.969,-44885
582.984,129877
583.015,-44885
583.047,-1194
583.078,20651
583.109,42497
583.125,86187
583.156,86187
583.203,64342
583.234,129878
583.25,86187
583.265,-23040
583.297,173568
583.344,64342
583.375,129878
583.39,-1195
583.422,20651
583.453,64342
583.484,129878
583.5,195414
583.531,86187
583.562,-23040
583.609,20651
583.64,129878
583.672,86187
583.703,20651
583.75,173568
583.781,-1195
583.797,20651
583.828,42497
583.859,260949
583.89,64342
583.922,108033
583.953,20651
583.984,-23040
584.015,20651
584.047,64342
584.062,20651
584.094,-44885
584.125,64342
584.156,42496
584.187,108032
584.219,86187
584.25,129877
584.281,64342
584.312,20651
584.344,20651
584.359,20651
584.39,42497
584.422,108033
584.453,42496
584.484,-66730
584.5,129878
584.515,151723
584.562,-1194
584.594,86187
584.64,42496
584.672,42496
584.703,-88575
584.719,129877
584.75,108033
584.781,108032
584.812,-23040
584.844,-1194
584.875,-1194
584.922,129878
584.953,86187
584.984,86187
585.015,-23039
585.047,108032
585.078,195414
585.125,108032
585.156,42497
585.187,20651
585.219,20651
585.25,64342
585.281,20651
585.297,282795
585.328,129877
585.344,-66730
585.39,20651
585.422,108032
585.453,108032
585.5,-44885
585.531,20651
585.562,-23039
585.594,64342
585.609,-44885
585.625,195414
585.656,-1194
585.672,64342
585.703,42497
585.765,42497
585.812,-44885
585.844,20651
585.875,108032
585.922,-1194
585.953,-23040
585.984,42496
586.015,42497
586.062,-1194
586.094,64342
586.125,151723
586.156,64342
586.187,-23039
586.219,86187
586.234,129878
586.265,42496
586.297,86187
586.328,129878
586.359,20651
586.406,108032
586.437,195414
586.469,86187
586.5,42496
586.531,20651
586.578,20651
586.609,260950
586.64,64341
586.812,129878
586.922,86187
586.937,-44885
586.984,-44885
587.0,86187
587.015,20651
587.047,20651
587.094,86187
587.125,151723
587.156,20651
587.187,42497
587.219,108033
587.25,-66730
587.265,129878
587.297,86187
587.328,-44885
587.359,-44885
587.375,108033
587.422,-23039
587.453,217259
587.484,129877
587.515,108033
587.531,-1194
587.547,42497
587.594,86187
587.625,86187
587.656,42497
587.703,42497
587.734,64342
587.765,64341
587.797,42496
587.812,42496
587.844,-1194
587.875,-23039
587.906,-23039
587.937,239105
587.969,64342
588.0,42497
588.031,86187
588.062,-1195
588.094,86187
588.109,20651
588.14,-23039
588.172,20651
588.203,-1194
588.234,-1194
588.265,-23039
588.297,42496
588.328,42497
588.359,42497
588.39,20651
588.422,20651
588.437,108033
588.453,64341
588.5,42497
588.531,86187
588.578,86187
588.609,86187
588.656,173568
588.687,-66730
588.719,-88575
588.765,129877
588.797,129878
588.828,86187
588.859,64342
588.89,86187
588.922,-44885
588.937,20651
588.969,129878
589.0,-1194
589.031,108033
589.062,20651
589.109,86187
589.14,86187
589.172,-1194
589.203,42497
589.219,64342
589.265,108033
589.297,129878
589.328,20651
589.359,-23040
589.375,-1194
589.39,173568
589.422,42496
589.453,-23039
589.469,151723
589.484,-66730
589.515,86187
589.547,20651
589.594,-66730
589.625,20651
589.656,42496
589.703,151723
589.719,173569
589.75,20651
589.765,-44885
589.797,-23040
589.828,108033
589.859,-44885
589.89,64341
589.937,86187
589.969,42496
590.0,239105
590.015,-44885
590.031,64342
590.062,-1194
590.109,42496
590.203,195414
590.219,86187
590.25,64341
590.281,-66730
590.312,-23040
590.344,86187
590.375,42496
590.39,64342
590.437,239104
590.453,20651
590.5,108032
590.531,86187
590.562,195414
590.594,64341
590.609,217259
590.625,304640
590.656,64341
590.672,64342
590.687,108032
590.719,64342
590.734,86187
590.75,-1194
590.781,20651
590.828,129878
590.859,-1194
590.89,64341
590.922,86187
590.969,151723
591.0,129878
591.015,42496
591.031,108032
591.062,42497
591.094,42496
591.125,64342
591.172,86187
591.203,20651
591.234,-1195
591.25,108033
591.265,86187
591.297,-23040
591.344,86187
591.359,108033
591.375,151723
591.39,-1194
591.437,86187
591.469,-88576
591.5,-23040
591.531,64342
591.562,108033
591.609,42497
591.64,173569
591.656,-44885
591.672,129878
591.703,-23040
591.734,86187
591.765,42495
591.797,-1194
591.828,-1194
591.875,20651
591.906,-1194
591.922,64342
591.953,-44885
592.0,-23039
592.031,42497
592.047,-23039
592.062,-44885
592.094,108032
592.125,-1194
592.156,129877
592.172,64342
592.203,108033
592.219,-44885
592.25,64342
592.297,-1194
592.328,42496
592.359,239105
592.39,173569
592.406,-88576
592.437,108032
592.453,20651
592.5,86187
592.531,20651
592.562,64342
592.594,151723
592.625,42497
592.656,86187
592.687,-1194
592.719,-1194
592.75,151723
592.781,-1194
592.828,42496
592.859,86187
592.89,108032
592.937,86187
592.969,195414
593.0,-1194
593.015,-1194
593.031,42496
593.062,108032
593.094,-1194
593.125,42496
593.156,86187
593.187,-23039
593.234,42496
593.265,86187
593.297,86187
593.344,64342
593.375,42497
593.406,151723
593.422,-66730
593.453,20651
593.484,-23039
593.515,64342
593.531,-23039
593.578,20651
593.609,217259
593.64,64342
593.672,64342
593.719,20651
593.75,108032
593.781,64342
593.812,-44885
593.844,-110421
593.89,239105
593.922,-23039
593.953,86187
593.984,64342
594.031,64342
594.062,42496
594.094,86187
594.125,64342
594.156,64342
594.187,-23040
594.203,42496
594.219,64341
594.25,108032
594.265,86187
594.281,64342
594.312,-23040
594.359,64342
594.375,-1194
594.39,-66730
594.406,86187
594.453,239105
594.484,86187
594.515,129878
594.547,-23039
594.578,64342
594.609,64341
594.656,129878
594.687,151723
594.719,-1194
594.75,20651
594.781,-23040
594.797,20651
594.812,64341
594.844,108033
594.89,20651
594.922,-66730
594.953,129878
594.984,108033
595.015,64342
595.047,-23040
595.062,-23040
595.094,173569
595.125,151723
595.156,20651
595.187,42497
595.219,260950
595.25,42496
595.281,173569
595.312,129877
595.328,-88575
595.359,-1194
595.375,86187
595.406,64342
595.453,64342
595.5,129878
595.531,-1194
595.562,151723
595.594,-1195
595.609,20651
595.625,86187
595.64,64342
595.672,-88576
595.687,86187
595.719,129878
595.75,20651
595.765,64341
595.781,64342
595.828,42497
595.844,129878
595.859,86187
595.89,108032
595.922,173569
595.953,20651
596.0,20651
596.031,-1194
596.062,86187
596.109,173568
596.14,-23039
596.172,42497
596.203,64342
596.25,86187
596.281,86187
596.297,173568
596.312,64342
596.344,129878
596.375,-44885
596.406,64342
596.437,-44885
596.469,64342
596.5,-1195
596.531,-88575
596.562,-1194
596.594,64341
596.625,42497
596.656,42497
596.703,-1194
596.734,-44885
596.765,173568
596.797,-44885
596.828,-44885
596.859,173568
596.875,64342
596.906,42497
596.937,151723
596.969,86187
597.0,86187
597.031,108033
597.078,151723
597.109,64342
597.125,129878
597.14,-1194
597.172,-1194
597.219,64342
597.25,173568
597.281,20651
597.312,-1195
597.344,-1194
597.375,-1195
597.39,86187
597.422,-23040
597.437,20651
597.453,64342
597.484,-66730
597.515,86187
597.547,86187
597.578,-23040
597.609,-110421
597.64,64341
597.672,108032
597.703,-1194
597.75,151723
597.781,-44885
597.812,86187
597.844,42497
597.875,108032
597.906,20651
597.953,-1194
597.969,282795
598.015,42496
598.047,217259
598.062,42497
598.078,64342
598.109,42497
598.14,-1195
598.187,-44885
598.219,64342
598.234,64342
598.281,42497
598.312,-23040
598.344,151723
598.39,129878
598.406,108033
598.453,129877
598.484,195414
598.515,64342
598.547,86187
598.578,20651
598.625,-1194
598.656,86187
598.687,42496
598.719,42497
598.75,108032
598.781,20651
598.828,64342
598.844,42497
598.89,86187
598.922,-44885
598.937,195414
598.953,-1194
598.984,173569
599.015,64342
599.062,64342
599.094,64342
599.125,20651
599.156,64342
599.203,108033
599.234,-23040
599.265,42497
599.297,-1194
599.344,195414
599.359,129877
599.375,64342
599.39,108033
599.406,151723
599.453,-23039
599.484,-23040
599.531,86187
599.562,20651
599.594,-88576
599.609,-23040
599.625,42497
599.656,151723
599.703,64342
599.719,129878
599.75,42497
599.765,42496
599.797,20651
599.828,-23040
599.875,173568
599.906,20651
599.937,173569
599.969,151723
600.0,20651
600.047,42497
600.078,20651
600.109,-88576
600.14,-66730
600.187,86187
600.219,-1194
600.25,20651
600.281,-1194
600.312,20651
600.344,86187
600.359,-66731
600.375,-66730
600.422,42496
600.437,20651
600.469,64341
600.5,42497
600.531,-1194
600.562,-1194
600.578,42497
600.594,42497
600.625,20651
600.64,20651
600.656,20651
600.687,108033
600.703,108033
600.719,20651
600.75,20651
600.781,217259
600.812,217259
600.844,20651
600.875,151723
600.906,195414
600.937,-88575
600.969,-23040
601.015,86187
601.047,151723
601.078,42497
601.125,64342
601.156,42496
601.187,108033
601.219,20651
601.25,64342
601.265,-1195
601.281,64342
601.312,129877
601.359,86187
601.375,-23039
601.39,-1195
601.437,86187
601.469,-44885
601.515,42497
601.531,-66730
601.562,108032
601.609,86187
601.64,64342
601.672,129877
601.703,-23039
601.75,86187
601.765,64342
601.812,108033
601.844,195414
601.89,20651
601.922,20651
601.953,151723
601.984,64341
602.031,129878
602.062,129878
602.094,64342
602.125,64342
602.172,195414
602.203,129877
602.234,42497
602.265,86187
602.312,195414
602.344,64342
602.359,-66730
602.39,108032
602.406,42497
602.422,64342
602.469,151723
602.515,42496
602.531,195414
602.562,151723
602.609,42496
602.64,-44885
602.672,108032
602.687,173569
602.703,-44885
602.75,86187
602.781,42496
602.828,86187
602.859,108033
602.89,108032
602.922,20651
602.969,108032
603.0,239105
603.031,195414
603.062,-1194
603.109,151723
603.14,-1194
603.172,108033
603.203,108032
603.25,-88576
603.281,20651
603.312,129878
603.359,282795
603.39,195413
603.406,42496
603.437,20651
603.453,195414
603.484,151723
603.531,108033
603.562,86187
603.578,151723
603.594,86187
603.625,108032
603.656,-1195
603.703,42497
603.734,-44885
603.781,64342
603.812,20651
603.844,-1195
603.875,86187
603.922,-1195
603.953,129878
603.984,-23039
604.015,42496
604.062,64342
604.094,173569
604.125,20651
604.14,-1194
604.172,64342
604.187,20651
604.234,108033
604.265,-23039
604.297,-23039
604.312,86187
604.344,42497
604.375,-44885
604.39,-1194
604.406,-110421
604.422,20651
604.469,42497
604.531,64342
604.547,108032
604.562,64342
604.594,20651
604.625,-1194
604.656,151723
604.672,173569
604.719,20651
604.75,173568
604.781,173569
604.797,-44885
604.844,20651
604.875,173569
604.906,64342
604.922,-1194
604.953,64342
604.984,195414
605.015,-44885
605.047,129878
605.078,-66730
605.094,64342
605.14,108032
605.156,-44885
605.187,64342
605.219,86187
605.25,108032
605.281,86187
605.312,86187
605.344,-66730
605.359,-44885
605.375,20651
605.39,64342
605.406,42496
605.422,64342
605.453,151723
605.469,86187
605.484,217259
605.515,20651
605.547,195414
605.562,129877
605.625,20651
605.64,-1194
605.656,42497
605.672,-1194
605.687,86187
605.719,-23040
605.765,20651
605.797,64342
605.812,20651
605.844,42496
605.89,42497
605.922,86187
605.953,195414
605.984,42497
606.015,20651
606.047,42497
606.094,-66730
606.125,129878
606.156,-23039
606.187,42496
606.219,129878
606.25,42497
606.265,108032
606.328,86187
606.375,151723
606.39,20651
606.422,-44885
606.453,64341
606.484,42497
606.531,-44885
606.547,64342
606.578,42497
606.625,42496
606.656,151723
606.687,42496
606.719,64342
606.75,-1194
606.781,42497
606.812,129877
606.844,-23040
606.875,20651
606.906,20651
606.937,-23040
606.969,42496
607.0,86187
607.031,20651
607.062,42497
607.094,-44885
607.14,-23039
607.187,20651
607.234,129878
607.265,-44885
607.297,42497
607.328,86187
607.359,64342
607.375,42496
607.437,-1194
607.469,151723
607.5,64342
607.547,-23040
607.562,42496
607.609,151723
607.64,-23040
607.672,151723
607.703,20651
607.734,-66731
607.765,217259
607.781,-66730
607.828,64342
607.859,64342
607.89,64342
607.906,173569
607.953,64341
607.984,20651
608.031,86187
608.062,108032
608.078,86187
608.094,108033
608.14,42497
608.172,-23040
608.187,173569
608.219,129878
608.265,108032
608.297,151723
608.312,151723
608.359,64342
608.375,108032
608.39,64342
608.406,108033
608.437,20651
608.469,42497
608.515,86187
608.547,20651
608.578,20651
608.609,151723
608.64,108032
608.672,-1194
608.719,151723
608.75,86187
608.781,129878
608.812,151723
608.844,20651
608.89,129878
608.937,20651
608.969,129878
609.0,42497
609.031,-1194
609.047,42497
609.094,-1194
609.125,64342
609.156,86187
609.172,151723
609.219,20651
609.25,20651
609.281,42497
609.312,20651
609.344,-23039
609.39,-23040
609.406,-1194
609.453,195414
609.469,-1194
609.515,64342
609.562,217259
609.578,42497
609.609,86187
609.64,151723
609.672,129877
609.703,129877
609.75,129877
609.765,42496
609.797,42497
609.812,42496
609.844,-23040
609.875,42496
609.906,151723
609.937,108032
609.969,195413
610.015,42497
610.047,108033
610.078,42497
610.109,86187
610.14,64342
610.172,129877
610.187,-66730
610.234,-1194
610.265,129877
610.297,173569
610.312,-44885
610.359,86187
610.375,64342
610.39,20651
610.422,108032
610.437,-23040
610.469,173569
610.5,-66730
610.531,42497
610.562,-1194
610.594,64342
610.625,195414
610.656,-23039
610.672,-88575
610.687,-1194
610.703,108033
610.765,42497
610.797,173569
610.828,-66730
610.859,42496
610.89,108032
610.922,-1195
610.953,64342
611.0,239104
611.031,64342
611.062,42497
611.094,20651
611.125,42496
611.156,108032
611.172,108033
611.219,-44885
611.265,-66731
611.297,20651
611.312,-23039
611.359,173569
611.39,86187
611.422,64341
611.437,173569
611.469,42497
611.515,129878
611.531,173569
611.578,173569
611.594,151723
611.64,239104
611.672,-23039
611.703,-66730
611.734,151723
611.765,42497
611.797,42496
611.844,-1194
611.875,108032
611.89,64342
611.906,-1194
611.937,-23039
611.984,108032
612.015,-1194
612.047,-23039
612.078,42497
612.109,64341
612.14,86187
612.156,64342
612.203,-1194
612.234,151723
612.265,64342
612.281,-44885
612.328,42497
612.375,20651
612.39,86187
612.437,173569
612.469,42496
612.515,-44885
